0 -69.7752 0.015 0.97000003 0.13600001 0 0.99900001 0 0 0.38600001 0 0.075000003 0.089000002 0.093999997 1.9499999e-05 0 0 0.0039482112 -0 0.018459341 0.97510517 1.8708489 2.2916249e-06 -0.00029739609 0.00044473261 0.0045473021 -0.098875999 0 -0 0 -0 0 -0 0 0 0.0066749998 0.068250537 0.13107675 287.45041 0.00047 -0.014558344 0 -0 0.072797842 -0.00029739609 -0.0409339 0.012592024 79.415352 -6.97752 
0.2 -69.578354 0.018233545 0.97048074 0.14225397 5.2611598e-05 0.99480855 4.6910081e-10 7.7005563e-05 0.38778073 7.6037345e-06 0.07410311 0.090912245 0.094024315 1.9375284e-05 0.0035238857 0.00095682929 0.0041415915 -2.1845337e-05 0.018883653 0.97441334 1.8777308 4.1181133e-06 -0.00053361832 0.00053235452 0.0055480115 -0.097891763 2.6169234e-06 -0.00028675815 2.3455042e-11 -2.5701647e-09 2.9861274e-06 -0.00032721492 1.7345035e-11 1.8076383e-10 0.0067368802 0.070209391 0.1269042 287.32562 0.00047012157 -0.014469568 0 -0.00061397563 0.075757399 -0.0011694393 -0.037773367 0.012749246 78.436012 -6.9578352 
0.40000001 -69.397537 0.01902302 0.97084367 0.14753664 0.00010483936 0.99052578 9.5937358e-10 0.00015354645 0.38940805 1.3756779e-05 0.073365048 0.092771068 0.094045877 1.9312432e-05 0.004163485 0.0019021141 0.0043275175 -5.1237697e-05 0.019281823 0.97376138 1.8841 4.6782748e-06 -0.00060535723 0.00061594625 0.0065305457 -0.096987702 5.1923043e-06 -0.00056802534 4.7968678e-11 -5.2476552e-09 5.9792228e-06 -0.00065411226 5.6774682e-11 6.0195132e-10 0.0068061543 0.07216198 0.12317208 287.14423 0.0004702294 -0.014387863 0 -0.0012221428 0.078692526 -0.0018787378 -0.034561772 0.012908576 77.46788 -6.939754 
0.60000002 -69.232559 0.019457513 0.97110558 0.15201627 0.00015660295 0.9861635 1.4695494e-09 0.00022949895 0.39089516 1.8770041e-05 0.072760724 0.094580144 0.094064981 1.9310321e-05 0.0044045965 0.0028365953 0.0045044078 -8.0731952e-05 0.019652309 0.9731524 1.8899517 5.0075637e-06 -0.00064714026 0.00069423026 0.0074750856 -0.096162781 7.7218056e-06 -0.00084347255 7.3477467e-11 -8.0261318e-09 8.9710038e-06 -0.00097992562 1.0569434e-10 1.1380579e-09 0.0068817199 0.074098535 0.11984936 286.92316 0.00047032491 -0.014313189 0 -0.0018234062 0.08157362 -0.0025512783 -0.031453621 0.013068601 76.519287 -6.9232554 
0.80000001 -69.082764 0.019822223 0.97128165 0.15582895 0.00020781839 0.98173314 1.9980979e-09 0.00030472933 0.39225468 2.2896929e-05 0.072268948 0.096342966 0.094081908 1.9367722e-05 0.0045863106 0.003761027 0.0046712384 -0.00011132897 0.019994725 0.97258765 1.8952982 5.2954183e-06 -0.00068354717 0.00076654204 0.0083685229 -0.095413804 1.020111e-05 -0.0011127653 9.9904904e-11 -1.0897902e-08 1.195315e-05 -0.0013038826 1.572808e-10 1.7170722e-09 0.0069626048 0.076012425 0.11689989 286.6767 0.00047040955 -0.0142453 0 -0.0024166587 0.084380947 -0.0032115348 -0.028489688 0.013227869 75.597969 -6.9082761 
1 -68.947403 0.020151775 0.97138542 0.15908521 0.00025840144 0.97724569 2.5432949e-09 0.00037910001 0.39349851 2.6344114e-05 0.071871847 0.098062806 0.094096899 1.948331e-05 0.0047490797 0.0046761571 0.0048272759 -0.0001431796 0.020309169 0.97206736 1.9001571 5.5645442e-06 -0.00071753352 0.00083265034 0.0092029516 -0.094736993 1.2626086e-05 -0.0013755792 1.2716475e-10 -1.3854269e-08 1.4917528e-05 -0.0016252259 2.082037e-10 2.3011926e-09 0.0070479549 0.077898234 0.11428899 286.41678 0.00047048449 -0.014183884 0 -0.0030008189 0.087101184 -0.0038615321 -0.025681227 0.013385309 74.708778 -6.8947401 
1.2 -68.825684 0.020452613 0.97142893 0.16187508 0.00030826963 0.97271127 3.1032676e-09 0.00045247335 0.39463782 2.9280349e-05 0.071554273 0.09974274 0.094110183 1.9655665e-05 0.0048996792 0.0055827168 0.0049720081 -0.00017619181 0.020596046 0.97159129 1.9045485 5.8177552e-06 -0.00074947625 0.00089261332 0.0099743437 -0.094128415 1.4992867e-05 -0.001631609 1.5516338e-10 -1.688576e-08 1.7856311e-05 -0.0019432253 2.5720165e-10 2.8740528e-09 0.0071370192 0.079751313 0.11198479 286.15302 0.00047055091 -0.014128612 0 -0.0035748512 0.089725658 -0.004500519 -0.023031885 0.013540219 73.85405 -6.8825684 
1.4 -68.716812 0.020726042 0.97142285 0.16427211 0.00035734338 0.96813929 3.6760368e-09 0.00052471447 0.39568314 3.1843629e-05 0.07130339 0.10138562 0.094121948 1.9883273e-05 0.0050386209 0.0064814165 0.005105115 -0.00021017784 0.020855999 0.97115886 1.9084946 6.0541811e-06 -0.00077927491 0.0009466703 0.010681456 -0.093584076 1.7297909e-05 -0.0018805735 1.8380185e-10 -1.9982352e-08 2.0762067e-05 -0.0022571858 3.0420502e-10 3.4324013e-09 0.0072291382 0.081567697 0.10995833 285.89316 0.00047060975 -0.014079145 0 -0.0041377791 0.092249155 -0.0051272321 -0.020541301 0.013692166 73.03447 -6.8716817 
1.6 -68.62001 0.02097293 0.97137654 0.16633667 0.00040554727 0.96353853 4.2595554e-09 0.00059569336 0.39664415 3.4147044e-05 0.071108267 0.10299408 0.094132394 2.0164543e-05 0.0051658321 0.0073729381 0.0052264496 -0.00024493985 0.021089844 0.97076899 1.9120178 6.2728218e-06 -0.00080681039 0.00099516555 0.011324974 -0.093100049 1.9538022e-05 -0.0021222201 2.1297777e-10 -2.3133648e-08 2.3627828e-05 -0.0025664549 3.4980621e-10 3.9807913e-09 0.0073237303 0.083343975 0.10818345 285.64322 0.00047066197 -0.014035145 0 -0.0046886983 0.094668955 -0.0057404484 -0.018206688 0.013840902 72.249626 -6.8620009 
1.8 -68.534492 0.021194192 0.97129834 0.16811839 0.00045281081 0.95891702 4.8517439e-09 0.00066528691 0.39752987 3.6283531e-05 0.070959561 0.1045706 0.094141677 2.0497813e-05 0.0052812686 0.0082579348 0.0053360146 -0.0002802847 0.021298546 0.97042036 1.9151415 6.4729347e-06 -0.00083199539 0.0010384946 0.011906864 -0.092672482 2.1710399e-05 -0.0023563274 2.425872e-10 -2.6329079e-08 2.6447142e-05 -0.0028704272 3.9494835e-10 4.5282817e-09 0.0074202842 0.085077293 0.10663659 285.40771 0.00047070839 -0.013996277 0 -0.0052267807 0.096984163 -0.0063390611 -0.016023656 0.013986299 71.498543 -6.8534498 
2 -68.459526 0.021390842 0.97119546 0.16965832 0.00049906899 0.95428216 5.4505218e-09 0.00073338009 0.39834872 3.8329719e-05 0.070849292 0.10611746 0.094149955 2.0881349e-05 0.0053850031 0.009137027 0.0054339436 -0.00031602918 0.021483168 0.97011137 1.9178885 6.6540842e-06 -0.00085478055 0.0010770703 0.012429898 -0.092297651 2.381263e-05 -0.0025827067 2.7252609e-10 -2.9558052e-08 2.9214099e-05 -0.0031685475 4.4075019e-10 5.0864641e-09 0.0075183469 0.08676526 0.10529658 285.18997 0.00047074977 -0.013962217 0 -0.0057512838 0.09919516 -0.0069220937 -0.013986798 0.014128309 70.779877 -6.845953 
2.2 -68.394394 0.021563984 0.97107422 0.1709905 0.00054426276 0.94964069 6.0538365e-09 0.00079986721 0.39910838 4.0349078e-05 0.070770614 0.10763676 0.09415736 2.1313364e-05 0.0054772245 0.010010801 0.0055204793 -0.00035200227 0.021644849 0.96984041 1.920282 6.8161235e-06 -0.00087515201 0.0011113 0.012897309 -0.091971971 2.5842703e-05 -0.0028012041 3.0269182e-10 -3.2810096e-08 3.192337e-05 -0.0034603144 4.8841442e-10 5.6683449e-09 0.0076175197 0.08840593 0.10414439 284.99225 0.00047078679 -0.01393265 0 -0.0062615513 0.10130324 -0.0074887057 -0.012090088 0.014266931 70.092155 -6.8394394 
2.4000001 -68.338409 0.02171478 0.97094011 0.17214328 0.00058833935 0.94499874 6.6596879e-09 0.0008646528 0.39981601 4.2394433e-05 0.07071764 0.10913046 0.094164014 2.1792028e-05 0.005558223 0.010879813 0.0055959583 -0.00038804673 0.021784775 0.96960557 1.9223444 6.9591597e-06 -0.00089312746 0.001141573 0.01331256 -0.09169203 2.7798997e-05 -0.0030116988 3.3298439e-10 -3.6074997e-08 3.4570203e-05 -0.0037452807 5.3918636e-10 6.2877725e-09 0.0077174488 0.089997754 0.10316291 284.81598 0.00047082006 -0.013907274 0 -0.0067570158 0.10331032 -0.0080381902 -0.010327172 0.014402195 69.433861 -6.8338404 
2.5999999 -68.290909 0.021844435 0.97079796 0.17314039 0.0006312523 0.94036198 7.2661486e-09 0.00092765182 0.40047815 4.4510005e-05 0.07068532 0.11060036 0.094170034 2.2315466e-05 0.0056283711 0.011744579 0.0056607905 -0.00042401976 0.021904169 0.96940494 1.9240975 7.0835235e-06 -0.00090875168 0.0011682531 0.01367918 -0.091454558 2.9680283e-05 -0.0032141048 3.6330744e-10 -3.9342893e-08 3.7150428e-05 -0.0040230537 5.9434213e-10 6.9592048e-09 0.0078178216 0.091539577 0.10233674 284.6619 0.00047085015 -0.0138858 0 -0.0072371978 0.10521876 -0.0085699689 -0.0086915633 0.014534146 68.803497 -6.8290911 
2.8 -68.251289 0.021954173 0.97065181 0.1740018 0.00067296164 0.93573546 7.8713809e-09 0.00098879007 0.40110081 4.673305e-05 0.070669293 0.11204813 0.094175518 2.2881783e-05 0.0056881094 0.012605589 0.0057154465 -0.00045979349 0.022004258 0.96923661 1.9255626 7.1897325e-06 -0.00092209247 0.0011916764 0.014000662 -0.091256447 3.1485706e-05 -0.0034083682 3.9356904e-10 -4.2604356e-08 3.9660452e-05 -0.0042932951 6.551934e-10 7.6976781e-09 0.0079183625 0.09303055 0.10165202 284.53015 0.0004708776 -0.013867952 0 -0.0077017057 0.10703122 -0.0090835914 -0.0071767718 0.014662839 68.199623 -6.825129 
3 -68.218956 0.022045225 0.97050506 0.17474437 0.00071343384 0.93112391 8.4736493e-09 0.0010480045 0.40168956 4.9095179e-05 0.070665814 0.11347532 0.094180569 2.3489056e-05 0.0057379301 0.013463293 0.0057604415 -0.00049525494 0.022086276 0.96909857 1.9267601 7.2784587e-06 -0.00093323633 0.0012121493 0.014280388 -0.091094762 3.3214765e-05 -0.003594467 4.2368248e-10 -4.5850474e-08 4.2097246e-05 -0.0045557199 7.2310097e-10 8.5188869e-09 0.0080188252 0.094470166 0.10109621 284.4205 0.00047090286 -0.013853469 0 -0.008150233 0.10875056 -0.0095787235 -0.0057763965 0.014788331 67.62088 -6.8218951 
3.2 -68.193344 0.022118812 0.9703607 0.17538244 0.0007526413 0.92653149 9.0713339e-09 0.0011052425 0.40224943 5.1623389e-05 0.070671663 0.11488333 0.09418527 2.4135359e-05 0.0057783648 0.014318115 0.0057963235 -0.00053030573 0.022151439 0.96898884 1.9277093 7.3504971e-06 -0.00094228477 0.0012299506 0.014521603 -0.090966724 3.4867295e-05 -0.0037724092 4.5356671e-10 -4.9072899e-08 4.4458317e-05 -0.0048100939 7.9949231e-10 9.4393302e-09 0.0081189955 0.095858179 0.10065798 284.33231 0.00047092637 -0.013842101 0 -0.008582552 0.11037979 -0.010055142 -0.0044841785 0.014910687 67.065994 -6.8193345 
3.4000001 -68.173943 0.022176145 0.97022116 0.17592822 0.00079056277 0.92196202 9.6629327e-09 0.0011604624 0.402785 5.4340915e-05 0.070684068 0.11627347 0.094189703 2.4818757e-05 0.0058099721 0.015170444 0.0058236606 -0.00056486164 0.022200942 0.96890545 1.9284294 7.406737e-06 -0.00094935071 0.0012453328 0.014727379 -0.090869702 3.6443442e-05 -0.0039422307 4.8314663e-10 -5.2263879e-08 4.6741687e-05 -0.0050562327 8.8588048e-10 1.0476475e-08 0.0082186814 0.097194619 0.10032704 284.26468 0.00047094852 -0.013833614 0 -0.0089985151 0.11192201 -0.010512727 -0.0032940363 0.015029963 66.53376 -6.8173943 
3.5999999 -68.160248 0.022218399 0.97008842 0.17639227 0.00082718255 0.91741896 1.0247071e-08 0.0012136328 0.40330052 5.7267869e-05 0.070700668 0.11764694 0.094193935 2.5537322e-05 0.0058333254 0.016020641 0.005843034 -0.00059885188 0.022235949 0.96884644 1.9289379 7.4481368e-06 -0.00095455506 0.0012585243 0.014900619 -0.090801224 3.7943646e-05 -0.004103994 5.1235355e-10 -5.5416283e-08 4.8945873e-05 -0.0052939975 9.8388264e-10 1.164893e-08 0.0083177174 0.09847974 0.10009402 284.21652 0.00047096965 -0.013827784 0 -0.0093980469 0.11338037 -0.010951454 -0.0022000871 0.015146223 66.023064 -6.8160243 
3.8 -68.151787 0.022246722 0.96996409 0.17678367 0.00086249056 0.9129054 1.0822498e-08 0.0012647316 0.40379977 6.0421775e-05 0.070719421 0.11900486 0.094198026 2.6289134e-05 0.0058490071 0.016869038 0.0058550257 -0.00063221843 0.022257585 0.96880996 1.9292519 7.4756981e-06 -0.00095802412 0.0012697313 0.015044045 -0.090758942 3.9368613e-05 -0.0042577856 5.4112487e-10 -5.8523622e-08 5.1069837e-05 -0.0055232942 1.0952372e-09 1.2976602e-08 0.0084159551 0.099714011 0.09995041 284.18661 0.00047099014 -0.013824403 0 -0.009781138 0.11475807 -0.011371381 -0.0011966559 0.015259526 65.532837 -6.8151789 
4 -68.148132 0.022262219 0.96984947 0.17711028 0.00089648174 0.90842414 1.138809e-08 0.0013137468 0.40428624 6.3817955e-05 0.070738621 0.12034824 0.094202049 2.7072292e-05 0.0058575966 0.017715942 0.0058602141 -0.00066491484 0.022266939 0.96879417 1.9293877 7.4904469e-06 -0.00095988682 0.0012791411 0.015160207 -0.090740681 4.0719286e-05 -0.0044037146 5.6940452e-10 -6.1580039e-08 5.3112974e-05 -0.0057440693 1.2218194e-09 1.4480839e-08 0.0085132681 0.10089809 0.099888422 284.17368 0.00047101025 -0.013823273 0 -0.010147845 0.11605832 -0.011772648 -0.00027828198 0.015369932 65.062096 -6.8148136 
4.1999998 -68.148872 0.022265954 0.96974558 0.17737903 0.00092915609 0.90397775 1.1942853e-08 0.0013606744 0.40476301 6.7469868e-05 0.070756793 0.121678 0.09420605 2.7884924e-05 0.0058596674 0.018561631 0.0058591668 -0.00069690554 0.022265052 0.96879739 1.9293603 7.4934146e-06 -0.00096027262 0.0012869228 0.015251486 -0.090744369 4.1996824e-05 -0.0045419089 5.9714267e-10 -6.4580306e-08 5.5075066e-05 -0.0059563066 1.365655e-09 1.6184551e-08 0.0086095445 0.10203281 0.099900931 284.17627 0.00047103025 -0.013824207 0 -0.01049828 0.11728431 -0.012155458 0.00056028063 0.015477504 64.609901 -6.8148875 
