HGNC ID	Entrez Gene ID
HGNC:2538	1515
HGNC:25380	81615
HGNC:25382	84233
HGNC:25384	83450
HGNC:25386	201626
HGNC:25387	83473
HGNC:25389	494447
HGNC:2539	118945
HGNC:25390	147172
HGNC:25391	203447
HGNC:25392	374900
HGNC:25393	147947
HGNC:25394	344658
HGNC:25395	163351
HGNC:25396	341640
HGNC:25397	132660
HGNC:25398	132724
HGNC:2540	1517
HGNC:25400	653220
HGNC:25401	221786
HGNC:25402	55593
HGNC:25403	163786
HGNC:25404	84256
HGNC:25405	91050
HGNC:25406	144348
HGNC:25407	84248
HGNC:25408	84250
HGNC:2541	644021
HGNC:25410	282808
HGNC:25412	84251
HGNC:25413	64420
HGNC:25415	152926
HGNC:25416	56970
HGNC:25417	55530
HGNC:25418	146923
HGNC:25419	200894
HGNC:2542	1519
HGNC:25420	727800
HGNC:25422	84239
HGNC:25424	84240
HGNC:25425	84253
HGNC:25428	56243
HGNC:25429	222865
HGNC:25430	115399
HGNC:25433	148808
HGNC:25434	55805
HGNC:25436	92293
HGNC:25438	157285
HGNC:25439	128989
HGNC:25440	160335
HGNC:25441	169200
HGNC:25442	339201
HGNC:25443	83636
HGNC:25444	55355
HGNC:25445	283554
HGNC:25446	203245
HGNC:25449	442867
HGNC:2545	1520
HGNC:25450	56977
HGNC:25451	221092
HGNC:25452	55529
HGNC:25455	90121
HGNC:25457	222166
HGNC:25458	79157
HGNC:25459	54623
HGNC:2546	1521
HGNC:25460	81621
HGNC:25461	83480
HGNC:25462	83786
HGNC:25463	89848
HGNC:25464	89849
HGNC:25465	286336
HGNC:25467	55677
HGNC:25468	55055
HGNC:2547	1522
HGNC:25470	55061
HGNC:25471	55062
HGNC:25472	55064
HGNC:25473	55683
HGNC:25474	55068
HGNC:25475	56271
HGNC:25476	55069
HGNC:25477	55070
HGNC:25478	55686
HGNC:25479	55073
HGNC:2548	8029
HGNC:25480	55076
HGNC:25481	55687
HGNC:25482	55082
HGNC:25483	54478
HGNC:25484	55083
HGNC:25485	342808
HGNC:25486	55086
HGNC:25487	55090
HGNC:25488	55092
HGNC:25489	55689
HGNC:2549	10658
HGNC:25490	55093
HGNC:25491	55691
HGNC:25492	55095
HGNC:25493	55096
HGNC:25495	55100
HGNC:25496	55101
HGNC:25498	55693
HGNC:25499	55105
HGNC:255	130
HGNC:2550	10659
HGNC:25500	55106
HGNC:25501	55108
HGNC:25502	54482
HGNC:25503	55696
HGNC:25504	55110
HGNC:25505	54682
HGNC:25507	55697
HGNC:25508	55113
HGNC:25509	79822
HGNC:2551	8454
HGNC:25510	55116
HGNC:25512	55119
HGNC:25513	54707
HGNC:25514	55700
HGNC:25515	55125
HGNC:25516	55701
HGNC:25517	55127
HGNC:25518	55702
HGNC:25519	55129
HGNC:2552	8453
HGNC:25521	55133
HGNC:25522	55135
HGNC:25523	55704
HGNC:25524	54540
HGNC:25525	55706
HGNC:25526	55138
HGNC:25527	55139
HGNC:25528	55707
HGNC:25529	54663
HGNC:2553	8452
HGNC:25530	55142
HGNC:25531	55711
HGNC:25532	55149
HGNC:25533	379034
HGNC:25534	55150
HGNC:25535	55151
HGNC:25536	55152
HGNC:25537	55153
HGNC:25538	55157
HGNC:25539	55159
HGNC:2554	8451
HGNC:25540	55160
HGNC:25541	55161
HGNC:25542	55720
HGNC:25543	55164
HGNC:25544	55167
HGNC:25545	55721
HGNC:25546	55171
HGNC:25547	55722
HGNC:25548	55174
HGNC:25549	
HGNC:2555	8450
HGNC:25550	55177
HGNC:25551	55181
HGNC:25552	55182
HGNC:25553	54552
HGNC:25554	55186
HGNC:25555	55188
HGNC:25556	55192
HGNC:25557	54496
HGNC:25558	55194
HGNC:25559	55196
HGNC:2556	8065
HGNC:25560	55197
HGNC:25561	55199
HGNC:25562	55200
HGNC:25563	55731
HGNC:25564	55207
HGNC:25565	55732
HGNC:25566	55209
HGNC:25567	55210
HGNC:25568	55215
HGNC:25569	55216
HGNC:2557	1523
HGNC:25570	55735
HGNC:25571	54662
HGNC:25572	55219
HGNC:25573	55220
HGNC:25574	55223
HGNC:25575	55224
HGNC:25576	55739
HGNC:25577	55225
HGNC:25578	55228
HGNC:25579	55231
HGNC:2558	1524
HGNC:25581	55236
HGNC:25582	55238
HGNC:25583	55130
HGNC:25585	55239
HGNC:25587	55751
HGNC:25588	55244
HGNC:25589	55752
HGNC:2559	1525
HGNC:25590	55753
HGNC:25591	55246
HGNC:25592	55756
HGNC:25593	55248
HGNC:25594	55758
HGNC:25595	54596
HGNC:25596	55761
HGNC:25597	55762
HGNC:25598	55253
HGNC:25599	55765
HGNC:256	131
HGNC:2560	
HGNC:25600	55254
HGNC:25601	55255
HGNC:25602	55258
HGNC:25603	55260
HGNC:25604	55262
HGNC:25605	55266
HGNC:25606	55267
HGNC:25607	55273
HGNC:25608	55275
HGNC:25609	56204
HGNC:2561	7852
HGNC:25610	55277
HGNC:25611	54520
HGNC:25612	55279
HGNC:25613	55280
HGNC:25615	55282
HGNC:25616	55284
HGNC:25617	55285
HGNC:25618	55286
HGNC:25619	55771
HGNC:2562	9142
HGNC:25620	55287
HGNC:25621	55289
HGNC:25622	55773
HGNC:25623	55295
HGNC:25624	55296
HGNC:25625	55301
HGNC:25628	55308
HGNC:25629	54491
HGNC:2563	1527
HGNC:25631	55779
HGNC:25632	55313
HGNC:25633	55314
HGNC:25634	55316
HGNC:25635	55783
HGNC:25636	55784
HGNC:25638	55319
HGNC:25639	55322
HGNC:25640	55325
HGNC:25641	55328
HGNC:25642	54665
HGNC:25643	54508
HGNC:25645	55332
HGNC:25646	56260
HGNC:25648	55793
HGNC:25649	55337
HGNC:25650	55338
HGNC:25651	55339
HGNC:25652	55341
HGNC:25653	55795
HGNC:25654	55345
HGNC:25655	55346
HGNC:25656	55347
HGNC:25657	63035
HGNC:25659	643136
HGNC:25660	79809
HGNC:25662	79719
HGNC:25663	79685
HGNC:25666	80256
HGNC:25667	80231
HGNC:25668	79656
HGNC:25669	80032
HGNC:2567	8481
HGNC:25671	79621
HGNC:25672	80035
HGNC:25673	92340
HGNC:25674	64769
HGNC:25675	79643
HGNC:25676	92344
HGNC:25677	342357
HGNC:25678	79645
HGNC:25679	60673
HGNC:2568	10046
HGNC:25681	79722
HGNC:25682	80039
HGNC:25683	80019
HGNC:25686	79717
HGNC:25687	80227
HGNC:2569	8933
HGNC:25691	79998
HGNC:25692	79825
HGNC:25694	64786
HGNC:25695	79587
HGNC:25697	79792
HGNC:25699	79735
HGNC:257	132
HGNC:2570	1528
HGNC:25700	79672
HGNC:25701	80205
HGNC:25704	65249
HGNC:25705	79734
HGNC:25706	79726
HGNC:25707	399814
HGNC:25708	84125
HGNC:25709	80052
HGNC:2571	1534
HGNC:25710	80054
HGNC:25712	80055
HGNC:25714	79714
HGNC:25715	60672
HGNC:25716	65260
HGNC:25717	64943
HGNC:25718	79888
HGNC:25719	64897
HGNC:25720	63906
HGNC:25721	64799
HGNC:25722	64782
HGNC:25723	79805
HGNC:25724	65094
HGNC:25725	84128
HGNC:25726	81887
HGNC:25727	79959
HGNC:2573	100128621
HGNC:25730	64927
HGNC:25731	166348
HGNC:25732	64410
HGNC:25733	80060
HGNC:25734	79810
HGNC:25735	79674
HGNC:25736	79862
HGNC:25737	79840
HGNC:2574	1531
HGNC:25740	84131
HGNC:25741	65251
HGNC:25742	79649
HGNC:25743	79570
HGNC:25744	79647
HGNC:25745	81875
HGNC:25748	79979
HGNC:25749	79613
HGNC:2575	1532
HGNC:25751	60684
HGNC:25752	79915
HGNC:25753	79929
HGNC:25754	79720
HGNC:25755	339175
HGNC:25756	84134
HGNC:25757	767811
HGNC:25758	84135
HGNC:25759	64427
HGNC:2576	100289051
HGNC:25760	64925
HGNC:25761	64853
HGNC:25762	79594
HGNC:25763	56006
HGNC:25764	80010
HGNC:25766	64770
HGNC:25768	64766
HGNC:25769	65095
HGNC:2577	1535
HGNC:25770	84058
HGNC:25771	79691
HGNC:25772	64860
HGNC:25773	79968
HGNC:25774	79867
HGNC:25775	79986
HGNC:25777	64864
HGNC:25778	64779
HGNC:2578	1536
HGNC:25781	79798
HGNC:25782	79892
HGNC:25783	80018
HGNC:25784	80067
HGNC:25786	65055
HGNC:25787	80152
HGNC:25788	79591
HGNC:25789	79631
HGNC:2579	1537
HGNC:25790	60493
HGNC:25791	79871
HGNC:25792	79650
HGNC:25793	65979
HGNC:25794	63877
HGNC:25796	79667
HGNC:25798	80071
HGNC:25799	60558
HGNC:2580	360186
HGNC:25801	65250
HGNC:25802	79962
HGNC:25804	80195
HGNC:25805	79935
HGNC:25806	79807
HGNC:25807	84138
HGNC:25808	84140
HGNC:2581	343727
HGNC:25810	80072
HGNC:25811	80161
HGNC:25812	79644
HGNC:25813	387751
HGNC:25815	80254
HGNC:25816	84141
HGNC:25817	79670
HGNC:25818	65980
HGNC:25819	80219
HGNC:2582	1538
HGNC:25820	79699
HGNC:25821	79759
HGNC:25822	80007
HGNC:25823	79676
HGNC:25824	85360
HGNC:25826	64418
HGNC:25827	79898
HGNC:25828	80006
HGNC:25829	84142
HGNC:2583	1539
HGNC:25832	79758
HGNC:25833	79635
HGNC:25834	79886
HGNC:25835	79875
HGNC:25836	79567
HGNC:25837	80078
HGNC:25839	57822
HGNC:2584	1540
HGNC:25840	79831
HGNC:25841	84144
HGNC:25842	79802
HGNC:25843	79755
HGNC:25844	79698
HGNC:25845	79829
HGNC:25846	65263
HGNC:25847	65264
HGNC:25848	64755
HGNC:25849	80178
HGNC:25850	64795
HGNC:25851	64785
HGNC:25852	79906
HGNC:25853	92104
HGNC:25854	79815
HGNC:25855	
HGNC:25856	79828
HGNC:25857	79730
HGNC:25858	79752
HGNC:2586	7461
HGNC:25860	79927
HGNC:25862	79954
HGNC:25864	59353
HGNC:25866	79742
HGNC:25868	80094
HGNC:2587	
HGNC:25872	79943
HGNC:25873	79762
HGNC:25874	64747
HGNC:25875	79903
HGNC:25876	79616
HGNC:25878	79899
HGNC:25879	80095
HGNC:2588	643160
HGNC:25880	79946
HGNC:25881	79982
HGNC:25883	80139
HGNC:25885	79788
HGNC:25886	80097
HGNC:25888	84861
HGNC:25889	84865
HGNC:2589	10751
HGNC:25890	84866
HGNC:25891	84869
HGNC:25892	84871
HGNC:25893	84872
HGNC:25894	84874
HGNC:25895	84875
HGNC:25896	84876
HGNC:25897	84879
HGNC:25898	84881
HGNC:25899	256714
HGNC:259	133
HGNC:2590	1583
HGNC:25900	84886
HGNC:25901	84632
HGNC:25902	84892
HGNC:25903	84896
HGNC:25904	84899
HGNC:25905	84900
HGNC:25906	84901
HGNC:25907	84902
HGNC:25909	84904
HGNC:2591	1584
HGNC:25911	84908
HGNC:25913	84910
HGNC:25915	84915
HGNC:25916	85369
HGNC:25917	84922
HGNC:25918	84923
HGNC:25919	84924
HGNC:2592	1585
HGNC:25920	84926
HGNC:25922	84929
HGNC:25923	84931
HGNC:25924	84933
HGNC:25925	84934
HGNC:25926	84935
HGNC:25928	84942
HGNC:25929	84944
HGNC:2593	1586
HGNC:25930	84950
HGNC:25931	84952
HGNC:25932	284391
HGNC:25933	84953
HGNC:25934	84954
HGNC:25935	54780
HGNC:25937	54494
HGNC:25939	54785
HGNC:2594	1588
HGNC:25941	54790
HGNC:25942	55601
HGNC:25943	414312
HGNC:25944	54797
HGNC:25945	54622
HGNC:25947	54800
HGNC:25948	54801
HGNC:25949	54807
HGNC:2595	1543
HGNC:25950	54811
HGNC:25951	54812
HGNC:25952	54814
HGNC:25953	54816
HGNC:25954	54819
HGNC:25955	55609
HGNC:25956	55610
HGNC:25959	54826
HGNC:2596	1544
HGNC:25960	54830
HGNC:25964	54463
HGNC:25965	54839
HGNC:25966	54845
HGNC:25967	54847
HGNC:25968	54848
HGNC:25969	54849
HGNC:2597	1545
HGNC:25970	54851
HGNC:25971	54853
HGNC:25972	54854
HGNC:25973	54856
HGNC:25974	54857
HGNC:25976	54859
HGNC:25978	54546
HGNC:25979	54471
HGNC:25980	55621
HGNC:25981	54863
HGNC:25982	54865
HGNC:25983	54867
HGNC:25984	54868
HGNC:25985	54872
HGNC:25986	55622
HGNC:25987	54876
HGNC:25988	54881
HGNC:25989	54883
HGNC:2599	1590
HGNC:25990	55626
HGNC:25991	54884
HGNC:25993	54886
HGNC:25994	54888
HGNC:25996	54890
HGNC:25997	54891
HGNC:25999	54893
HGNC:2600	1589
HGNC:26001	54896
HGNC:26002	54897
HGNC:26004	55631
HGNC:26005	54900
HGNC:26006	54902
HGNC:26007	55634
HGNC:26009	54436
HGNC:26010	54908
HGNC:26011	55638
HGNC:26013	54919
HGNC:26014	54920
HGNC:26015	553117
HGNC:26016	54923
HGNC:26019	54928
HGNC:2602	1591
HGNC:26020	54929
HGNC:26021	55646
HGNC:26022	54931
HGNC:26023	54932
HGNC:26024	54934
HGNC:26025	54708
HGNC:26026	54937
HGNC:26027	54939
HGNC:26029	54944
HGNC:2603	1592
HGNC:26031	55650
HGNC:26032	54947
HGNC:26033	54517
HGNC:26034	54949
HGNC:26035	55652
HGNC:26036	54951
HGNC:26038	55654
HGNC:26039	54955
HGNC:26040	54956
HGNC:26041	54957
HGNC:26042	54958
HGNC:26043	54959
HGNC:26044	54960
HGNC:26045	54964
HGNC:26046	54965
HGNC:26047	54967
HGNC:26048	55656
HGNC:26049	55657
HGNC:2605	1593
HGNC:26050	54968
HGNC:26051	54969
HGNC:26052	54973
HGNC:26053	54974
HGNC:26054	54977
HGNC:26055	54978
HGNC:26056	54980
HGNC:26057	54981
HGNC:26058	8270
HGNC:26059	54987
HGNC:2606	1594
HGNC:26060	54988
HGNC:26061	54989
HGNC:26062	54991
HGNC:26063	54995
HGNC:26064	54996
HGNC:26065	54997
HGNC:26066	55000
HGNC:26067	55001
HGNC:26068	55004
HGNC:26069	554212
HGNC:26070	55006
HGNC:26071	414886
HGNC:26072	55008
HGNC:26073	55009
HGNC:26074	55010
HGNC:26075	55011
HGNC:26076	55013
HGNC:26077	55016
HGNC:26078	54621
HGNC:26079	55667
HGNC:2608	1553
HGNC:26080	55018
HGNC:26082	55020
HGNC:26084	55022
HGNC:26086	55026
HGNC:26087	55027
HGNC:26088	55672
HGNC:26089	54680
HGNC:26090	55036
HGNC:26091	55039
HGNC:26094	54470
HGNC:26097	55048
HGNC:26098	55049
HGNC:26099	79658
HGNC:2610	1548
HGNC:26101	80221
HGNC:26102	63898
HGNC:26103	728621
HGNC:26104	65265
HGNC:26105	79990
HGNC:26107	79846
HGNC:26108	79745
HGNC:2611	1549
HGNC:26110	79607
HGNC:26111	80167
HGNC:26112	79680
HGNC:26113	79600
HGNC:26114	80153
HGNC:26115	64789
HGNC:26116	79918
HGNC:26117	79654
HGNC:26118	79884
HGNC:26119	80143
HGNC:2612	1550
HGNC:26120	79863
HGNC:26121	79921
HGNC:26124	79668
HGNC:26125	64847
HGNC:26128	79794
HGNC:26129	64926
HGNC:26131	79908
HGNC:26133	80157
HGNC:26135	79818
HGNC:26136	64762
HGNC:26137	79618
HGNC:26138	80108
HGNC:26139	64417
HGNC:26141	84167
HGNC:26142	80194
HGNC:26144	79728
HGNC:26145	60526
HGNC:26146	56912
HGNC:26147	60509
HGNC:26148	64784
HGNC:26149	65124
HGNC:2615	1555
HGNC:26150	79675
HGNC:26151	79657
HGNC:26152	80004
HGNC:26153	65123
HGNC:26154	79832
HGNC:26157	80304
HGNC:26158	84173
HGNC:26159	79974
HGNC:2616	1556
HGNC:26160	79896
HGNC:26161	79585
HGNC:26162	79912
HGNC:26164	79612
HGNC:26165	503618
HGNC:26166	64763
HGNC:26167	65084
HGNC:26168	79637
HGNC:26169	80169
HGNC:26170	80111
HGNC:26171	80233
HGNC:26172	80164
HGNC:26174	79701
HGNC:26175	80024
HGNC:26176	80346
HGNC:26177	84179
HGNC:26178	80206
HGNC:26179	79894
HGNC:26181	64777
HGNC:26182	79709
HGNC:26183	79772
HGNC:26184	64852
HGNC:26185	79879
HGNC:26186	79639
HGNC:26188	80148
HGNC:26189	64757
HGNC:26190	64419
HGNC:26191	79750
HGNC:26192	79961
HGNC:26193	79848
HGNC:26194	79873
HGNC:26195	79781
HGNC:26196	79847
HGNC:26197	79703
HGNC:26198	79568
HGNC:26199	79768
HGNC:262	134
HGNC:2620	1562
HGNC:26200	79991
HGNC:26202	79922
HGNC:26203	80115
HGNC:26204	79573
HGNC:26208	63899
HGNC:26209	84186
HGNC:2621	1557
HGNC:26210	80162
HGNC:26211	79854
HGNC:26212	60559
HGNC:26213	79785
HGNC:26215	79887
HGNC:26216	79919
HGNC:26217	84187
HGNC:26219	80199
HGNC:2622	1558
HGNC:26220	80119
HGNC:26221	79629
HGNC:26222	84188
HGNC:26223	79736
HGNC:26224	79843
HGNC:26225	79958
HGNC:26226	390992
HGNC:26227	504185
HGNC:26228	84190
HGNC:26229	80154
HGNC:2623	1559
HGNC:26230	79853
HGNC:26232	64859
HGNC:26233	80258
HGNC:26234	80179
HGNC:26235	84191
HGNC:26236	79729
HGNC:26237	389903
HGNC:26238	79877
HGNC:26239	63932
HGNC:2624	1564
HGNC:26242	79739
HGNC:26244	79598
HGNC:26245	79740
HGNC:26249	80122
HGNC:2625	1565
HGNC:26250	441818
HGNC:26252	79819
HGNC:26253	79830
HGNC:26255	79669
HGNC:26256	79625
HGNC:26257	79955
HGNC:26258	79630
HGNC:26259	80149
HGNC:26260	80008
HGNC:26261	79782
HGNC:26262	80185
HGNC:26264	80020
HGNC:26265	79707
HGNC:26266	79684
HGNC:26267	84197
HGNC:26269	80021
HGNC:26270	63895
HGNC:26272	80131
HGNC:26273	79724
HGNC:26274	79731
HGNC:26275	79883
HGNC:26276	79823
HGNC:26277	79626
HGNC:26278	79763
HGNC:26279	79891
HGNC:2628	1568
HGNC:26281	60494
HGNC:26282	79780
HGNC:26285	79949
HGNC:26286	79642
HGNC:26287	80133
HGNC:26288	79864
HGNC:26291	79738
HGNC:26292	79993
HGNC:26293	79925
HGNC:26294	79640
HGNC:26295	79839
HGNC:26296	79841
HGNC:26299	153769
HGNC:263	135
HGNC:26300	152816
HGNC:26301	200197
HGNC:26302	91694
HGNC:26303	92370
HGNC:26305	199704
HGNC:26306	157769
HGNC:26307	284004
HGNC:26308	222256
HGNC:26309	118881
HGNC:2631	1571
HGNC:26310	151050
HGNC:26313	200172
HGNC:26315	338707
HGNC:26316	196446
HGNC:26317	196294
HGNC:26318	149840
HGNC:26319	148304
HGNC:2632	1572
HGNC:26320	142891
HGNC:26321	151516
HGNC:26322	348738
HGNC:26323	148741
HGNC:26324	130813
HGNC:26327	147081
HGNC:26328	157848
HGNC:26329	100129405
HGNC:2633	22952
HGNC:26330	151651
HGNC:26331	120406
HGNC:26332	151126
HGNC:26333	153443
HGNC:26334	148231
HGNC:26335	153643
HGNC:26336	221191
HGNC:26337	147658
HGNC:26338	90853
HGNC:2634	1573
HGNC:26340	118663
HGNC:26341	200523
HGNC:26342	152940
HGNC:26343	439916
HGNC:26344	159989
HGNC:26345	157773
HGNC:26346	146378
HGNC:26347	728689
HGNC:26348	124404
HGNC:26349	124783
HGNC:26350	150709
HGNC:26351	220042
HGNC:26352	150350
HGNC:26353	202151
HGNC:26354	127733
HGNC:26355	153657
HGNC:26356	254158
HGNC:26358	152206
HGNC:26359	137902
HGNC:26360	219287
HGNC:26361	220296
HGNC:26363	124930
HGNC:26364	283416
HGNC:26366	148109
HGNC:26367	134187
HGNC:26368	157777
HGNC:2637	1576
HGNC:26371	158506
HGNC:26372	158521
HGNC:26373	283659
HGNC:26374	339965
HGNC:26375	283598
HGNC:26378	205860
HGNC:26379	146779
HGNC:2638	1577
HGNC:26383	164781
HGNC:26384	285313
HGNC:26385	283579
HGNC:26386	124222
HGNC:26387	122060
HGNC:26388	158763
HGNC:26390	152641
HGNC:26391	130827
HGNC:26392	139411
HGNC:26393	253868
HGNC:26395	148014
HGNC:26397	284348
HGNC:26398	150209
HGNC:26399	147429
HGNC:264	136
HGNC:2640	1551
HGNC:26400	113802
HGNC:26401	153562
HGNC:26402	130132
HGNC:26403	150622
HGNC:26404	133686
HGNC:26406	132320
HGNC:26407	124801
HGNC:26408	148103
HGNC:26409	157753
HGNC:2641	10858
HGNC:26410	158696
HGNC:26411	139324
HGNC:26413	220108
HGNC:26416	148268
HGNC:26417	151473
HGNC:26418	132332
HGNC:2642	1579
HGNC:26420	126231
HGNC:26421	147948
HGNC:26422	148156
HGNC:26423	254122
HGNC:26424	145781
HGNC:26425	150737
HGNC:26427	147949
HGNC:26428	199990
HGNC:26429	91351
HGNC:26430	121457
HGNC:26431	127943
HGNC:26432	284306
HGNC:26433	153527
HGNC:26434	285315
HGNC:26435	123811
HGNC:26436	157983
HGNC:26437	203062
HGNC:26438	120939
HGNC:26439	146802
HGNC:2644	1580
HGNC:26440	158584
HGNC:26441	348932
HGNC:26442	131870
HGNC:26443	553112
HGNC:26444	131669
HGNC:26445	379025
HGNC:26446	130535
HGNC:26447	147276
HGNC:26449	147660
HGNC:2645	8529
HGNC:26452	149175
HGNC:26453	130162
HGNC:26454	158234
HGNC:26455	145978
HGNC:26456	144535
HGNC:26457	148213
HGNC:26458	146705
HGNC:26459	221223
HGNC:2646	4051
HGNC:26460	152789
HGNC:26461	150244
HGNC:26462	257068
HGNC:26463	124045
HGNC:26464	158158
HGNC:26465	253943
HGNC:26466	152756
HGNC:26467	131474
HGNC:2647	54055
HGNC:26470	196740
HGNC:26472	124808
HGNC:26475	154743
HGNC:26477	148534
HGNC:26478	160857
HGNC:26479	197320
HGNC:2648	11283
HGNC:26480	146723
HGNC:26481	146857
HGNC:26483	144423
HGNC:26484	147741
HGNC:26485	149465
HGNC:26486	163882
HGNC:26487	220001
HGNC:26488	148930
HGNC:26489	201799
HGNC:2649	1595
HGNC:26490	150538
HGNC:26491	201283
HGNC:26494	127428
HGNC:26495	121506
HGNC:26496	146540
HGNC:26498	130557
HGNC:265	137
HGNC:26501	147664
HGNC:26502	146336
HGNC:26504	123624
HGNC:26505	150962
HGNC:26506	132160
HGNC:26507	90527
HGNC:26508	143884
HGNC:26509	144717
HGNC:2651	1581
HGNC:26510	137695
HGNC:26511	126393
HGNC:26512	148362
HGNC:26513	286053
HGNC:26514	151278
HGNC:26515	93058
HGNC:26516	124637
HGNC:26517	144577
HGNC:26518	148811
HGNC:26519	150197
HGNC:2652	9420
HGNC:26520	147872
HGNC:26521	125336
HGNC:26522	283254
HGNC:26523	220081
HGNC:26524	503693
HGNC:26525	123775
HGNC:26526	158067
HGNC:26527	138050
HGNC:26528	146849
HGNC:2653	1582
HGNC:26530	220136
HGNC:26531	165055
HGNC:26532	144132
HGNC:26533	79741
HGNC:26534	157376
HGNC:26535	158401
HGNC:26536	158248
HGNC:26537	158787
HGNC:26538	127731
HGNC:26539	149095
HGNC:2654	3491
HGNC:26541	149647
HGNC:26542	143098
HGNC:26543	196951
HGNC:26545	143872
HGNC:26546	148870
HGNC:26547	
HGNC:26548	256957
HGNC:26549	145858
HGNC:26550	148545
HGNC:26551	199221
HGNC:26552	80125
HGNC:26553	152405
HGNC:26554	146279
HGNC:26555	254187
HGNC:26556	149499
HGNC:26557	144360
HGNC:26558	219844
HGNC:26559	118813
HGNC:26560	93233
HGNC:26561	147694
HGNC:26562	127579
HGNC:26563	118611
HGNC:26564	126859
HGNC:26565	121355
HGNC:26567	151393
HGNC:26570	128025
HGNC:26571	145748
HGNC:26572	137835
HGNC:26573	146434
HGNC:26574	149483
HGNC:26575	201973
HGNC:26576	339855
HGNC:26579	162461
HGNC:26582	285175
HGNC:26583	139221
HGNC:26585	285093
HGNC:26586	100996279
HGNC:26587	151790
HGNC:26588	202309
HGNC:26591	285368
HGNC:26592	284805
HGNC:26593	285780
HGNC:26594	285489
HGNC:26595	125488
HGNC:26596	283673
HGNC:26597	283212
HGNC:26598	283422
HGNC:26599	150275
HGNC:26600	124997
HGNC:26601	284756
HGNC:26602	347918
HGNC:26604	128272
HGNC:26605	646086
HGNC:26606	196074
HGNC:26607	159371
HGNC:2661	1600
HGNC:26611	283450
HGNC:26614	283373
HGNC:26616	347862
HGNC:26617	197259
HGNC:26618	200035
HGNC:26619	285464
HGNC:2662	1601
HGNC:26620	200162
HGNC:26623	200728
HGNC:26624	126695
HGNC:26625	133688
HGNC:26628	284029
HGNC:26629	115196
HGNC:2663	1602
HGNC:26630	439936
HGNC:26632	256051
HGNC:26633	91607
HGNC:26634	257240
HGNC:26635	201627
HGNC:26636	253461
HGNC:26638	126074
HGNC:26639	152002
HGNC:2664	1603
HGNC:26640	284131
HGNC:26641	284297
HGNC:26643	163859
HGNC:26644	285492
HGNC:26645	285830
HGNC:26646	163033
HGNC:26647	439927
HGNC:26648	166379
HGNC:26649	283897
HGNC:2665	1604
HGNC:26652	439941
HGNC:26653	152992
HGNC:26654	164127
HGNC:26655	162333
HGNC:26656	162387
HGNC:26657	138009
HGNC:26658	134359
HGNC:26659	170062
HGNC:2666	1605
HGNC:26660	283796
HGNC:26661	165918
HGNC:26662	150291
HGNC:26663	168975
HGNC:26664	284076
HGNC:26665	160419
HGNC:26666	256364
HGNC:26668	163479
HGNC:26669	160762
HGNC:26670	284071
HGNC:26671	654466
HGNC:26672	286234
HGNC:26673	146050
HGNC:26674	256076
HGNC:26675	283847
HGNC:26676	159686
HGNC:26677	91133
HGNC:26678	166968
HGNC:26679	127294
HGNC:26680	284618
HGNC:26681	728513
HGNC:26683	160492
HGNC:26684	80217
HGNC:26685	168455
HGNC:26686	284485
HGNC:26687	162963
HGNC:26688	164592
HGNC:26689	284358
HGNC:26690	153241
HGNC:26691	283303
HGNC:26693	254173
HGNC:26695	283685
HGNC:26697	151525
HGNC:26698	339976
HGNC:26699	219990
HGNC:26700	283948
HGNC:26703	163183
HGNC:26704	284047
HGNC:26705	283420
HGNC:26706	158801
HGNC:26707	125115
HGNC:26708	286464
HGNC:26709	286205
HGNC:2671	1610
HGNC:26710	285266
HGNC:26711	148223
HGNC:26713	283860
HGNC:26714	134265
HGNC:26715	283571
HGNC:26716	285672
HGNC:26717	348487
HGNC:26718	158055
HGNC:26719	255252
HGNC:2672	1611
HGNC:26720	285349
HGNC:26721	219988
HGNC:26722	284114
HGNC:26723	126526
HGNC:26724	203286
HGNC:26725	57604
HGNC:26726	147929
HGNC:26727	151176
HGNC:26729	222183
HGNC:2673	7818
HGNC:26730	148345
HGNC:26731	286122
HGNC:26735	124602
HGNC:26736	143279
HGNC:26737	283521
HGNC:2674	1612
HGNC:26740	129804
HGNC:26741	283848
HGNC:26742	339983
HGNC:26744	285668
HGNC:26745	163115
HGNC:26746	134553
HGNC:26748	286499
HGNC:26749	285456
HGNC:2675	23604
HGNC:26750	283284
HGNC:26752	338699
HGNC:26754	129450
HGNC:26755	284486
HGNC:26756	253558
HGNC:26757	283234
HGNC:26758	137209
HGNC:26759	255919
HGNC:2676	1613
HGNC:26760	386627
HGNC:26762	220388
HGNC:26763	123591
HGNC:26764	653619
HGNC:26765	284309
HGNC:26766	162282
HGNC:26768	253635
HGNC:26769	151009
HGNC:26771	205147
HGNC:26773	283742
HGNC:26775	201931
HGNC:26776	167153
HGNC:26777	160428
HGNC:26779	
HGNC:2678	1615
HGNC:26780	199699
HGNC:26781	132228
HGNC:26782	161502
HGNC:26783	91445
HGNC:26784	91574
HGNC:26785	283460
HGNC:26786	286128
HGNC:26787	126868
HGNC:26788	255180
HGNC:26789	144811
HGNC:26790	256764
HGNC:26791	127707
HGNC:26794	284186
HGNC:26795	257629
HGNC:26796	126272
HGNC:26798	120534
HGNC:26799	205327
HGNC:268	140
HGNC:2680	11083
HGNC:26800	127703
HGNC:26801	285521
HGNC:26802	149111
HGNC:26804	284613
HGNC:26805	283171
HGNC:26808	284254
HGNC:26809	126638
