Appendix S1 Time series of the long-term experiment,,,,,,,,,,,,,,,,,,,,,,,
Worksheet 3 Transformed time series used in our Nature 2008 paper (species abundances and nutrients),,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Note for those who wish to make use of these freely available data in their publications or presentations: ,,,,,,,,,,,,,,,,,,,,,,,
please cite the Ecology Letters publication of Beninca et al. as source of the data,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Day Number,Cyclopoids,Calanoids ,Rotifers,Protozoa,Nanophytoplankton,Picophytoplankton,Filamentous diatoms,Ostracods,Harpacticoids,Bacteria,Total Dissolved Inorganic Nitrogen,Soluble reactive phosphorus,,,,,,,,,,,
1515.8,,1.289085154,-0.04406234,,-1.387789811,3.571402694,,-1.01812821,0.535955994,0.742655526,1.356983798,-1.002846286,,,,,,,,,,,
1519.2,,1.423488741,0.276118878,,-1.387789811,2.365007722,,-0.114872515,1.000682247,0.582419001,0.871265186,-1.11615355,,,,,,,,,,,
1522.6,,1.581408257,1.245744523,,-1.387789811,3.820881683,,-0.520709354,0.66528381,1.382457082,-1.594092975,-1.092746658,,,,,,,,,,,
1525.9,,0.800490923,1.12035744,,-1.387789811,2.819241248,,0.315192386,0.854748434,2.310148807,-1.135562441,-0.771405634,,,,,,,,,,,
1529.3,,0.134534165,1.107427783,,-1.387789811,-0.199973362,,0.902404121,0.72971675,0.569962434,-0.387556024,-0.407267287,,,,,,,,,,,
1532.6,,0.09608688,0.870257708,,-1.387789811,-0.082850766,,0.373252316,1.989035124,-2.138973712,-0.066410974,-0.416329149,,,,,,,,,,,
1536,,-0.009686339,-0.010320301,,-1.387789811,0.539070163,,-1.203327274,1.891294604,0.563731514,0.130304512,-0.46129869,,,,,,,,,,,
1539.3,,-0.122637082,-0.342682902,,-1.387789811,1.000810799,,-0.372256016,0.629153656,0.82528498,-0.031208596,-0.424847973,,,,,,,,,,,
1542.7,,-0.209603267,-0.09548836,,-1.387789811,0.965332921,,-0.241845761,0.714352013,-1.580045706,-0.672349918,-0.303908667,,,,,,,,,,,
1546,,0.227974048,0.521262875,,-1.387789811,0.470238594,,-1.245579959,0.345382086,0.023461765,-0.912600652,-0.312340452,,,,,,,,,,,
1549.3,,0.200463765,1.475264093,,0.055802614,0.798339694,,-0.0492959,0.22941834,-2.039319451,-0.466689478,-0.836782978,,,,,,,,,,,
1552.7,,0.299805482,1.944096818,,-0.021518322,-0.165010574,,0.056880754,0.382376562,0.399082546,-0.096357649,-0.767166081,,,,,,,,,,,
1556.1,,0.307989633,1.09442269,,0.310746216,-0.567318321,,-0.161277576,0.059332086,1.263331821,0.198421714,0.003097401,,,,,,,,,,,
1559.4,,0.209838239,1.836017544,,-0.328178774,-1.205727341,,-0.072808575,0.288761177,1.675790782,0.244870595,0.117811883,,,,,,,,,,,
1562.8,,0.185765956,1.198129591,,-0.13506588,-0.633867181,,-0.543710634,0.27469585,1.362415647,0.163588855,-0.107567224,,,,,,,,,,,
1566.1,,0.103077162,0.616094589,,0.103206781,0.05194145,,0.025103433,0.851598983,1.156809348,0.010050252,-0.191545278,,,,,,,,,,,
1569.5,,-0.197118765,-0.405871081,,-0.332361895,0.800531586,,-1.158398542,-0.441492851,1.459226322,-0.47838262,-0.112266936,,,,,,,,,,,
1572.8,,0.009845394,0.247277205,,-0.332835409,0.84747399,,-0.476149665,-0.284186981,1.629596532,-0.900034135,-0.05765671,,,,,,,,,,,
1576.2,,-0.070530401,0.669837824,,-0.705560328,0.876510775,,0.206683018,-0.337450729,1.664840081,-0.858663454,-0.446419831,,,,,,,,,,,
1579.5,,-0.380710079,1.081629608,,0.936285117,0.305390782,,-0.616972059,-0.639476067,1.855275186,-0.828916055,-0.872078314,,,,,,,,,,,
1582.8,,-0.930225368,1.883064537,,-0.591803447,-0.312364465,,0.103470383,-0.529781091,1.16250362,-0.929290403,-0.728760895,,,,,,,,,,,
1586.2,,-1.376468073,1.244999277,,0.254263826,-0.567924921,,-0.762545021,-0.956612908,0.130426339,-0.22563264,-0.243504066,,,,,,,,,,,
1589.6,,-1.138464188,1.021474954,,0.375364733,-0.530253779,,-1.712922929,-0.386754293,0.128639826,0.690041011,0.299567639,,,,,,,,,,,
1592.9,,-1.125034731,1.387293687,,-0.070896756,-0.056580506,,-1.114473665,0.303344113,0.29094103,1.056650669,0.51864323,,,,,,,,,,,
1596.3,,-1.09695064,1.128150335,,-0.225462809,-0.186198844,,-1.698752657,0.345260161,0.170245295,0.576229975,0.112899022,,,,,,,,,,,
1599.6,,-1.016571849,0.611116173,,-0.00220648,-0.224851526,,-1.806870185,-0.076563068,-0.070966555,-0.174249186,-0.552025274,,,,,,,,,,,
1603,,-0.327372602,0.110845318,,2.30781275,-0.185545985,,-1.333970543,-0.125145226,0.466653168,-0.11147719,-0.142815337,,,,,,,,,,,
1606.3,,0.084538752,-0.259041372,,4.191573349,-0.06845558,,-1.291292301,0.078601565,1.28235394,0.000160832,0.405907398,,,,,,,,,,,
1609.7,,0.593545858,-0.57661445,,3.847202981,0.022845093,,-1.234654459,1.543759738,1.397762811,-0.024186549,0.614274021,,,,,,,,,,,
1613,,1.330583278,-0.839012288,,1.73207057,-0.132963598,,-0.962267467,1.265137485,1.247021517,-0.076985913,0.73699931,,,,,,,,,,,
1616.3,,1.837827948,-1.237553612,,-0.453097018,0.002866369,,-0.805743336,-1.324659055,1.436207108,0.068048459,0.823607455,,,,,,,,,,,
1619.7,,2.129953808,-1.237553612,,-0.642459412,2.742162064,,-1.029505042,-1.291727894,2.214012925,0.413226062,0.88513006,,,,,,,,,,,
1623.1,,2.058285278,-1.237553612,,1.622245264,3.600036388,,-1.036096763,-1.269512714,2.174627028,0.412803891,0.835288875,,,,,,,,,,,
1626.4,,1.746221221,-0.875170832,,1.732397657,3.586836197,,-0.439290204,-3.007030967,1.558232686,0.211768835,0.574662053,,,,,,,,,,,
1629.8,,1.622049767,-0.767464654,,0.401007934,3.764725238,,-0.173361527,-3.023750247,1.154544813,-0.107194001,0.139331314,,,,,,,,,,,
1633.1,,1.376567714,-0.806745031,,1.106737504,3.108281874,,0.298345065,-0.732081569,-0.594602437,-0.431838926,-0.336967204,,,,,,,,,,,
1636.5,,0.728230486,-0.997714013,,0.940326452,2.858899477,,0.28008165,-0.416993054,-2.144861232,-0.605203949,-0.517191659,,,,,,,,,,,
1639.8,,0.429714444,-0.790270821,,-1.387789811,0.177611751,,-0.178240431,-0.109752654,-0.867495174,-0.654654289,0.417585704,,,,,,,,,,,
1643.2,,-0.019211682,-1.063596958,,-1.057883987,-0.066399359,,0.701465709,0.70469691,-0.278195002,-0.623997742,0.718277479,,,,,,,,,,,
1646.5,,0.881317843,-0.587236001,,-0.037897586,-0.236114677,,0.472559964,3.419921236,0.122845869,-0.18634261,0.721463998,,,,,,,,,,,
1649.8,,-1.019037169,-0.354484776,,0.995035368,-0.939132901,,-0.401226342,0.84986128,0.39523557,0.465555734,0.79983862,,,,,,,,,,,
1653.2,,-1.362755264,-0.361624355,,2.145386513,-0.164798784,,-1.507438503,0.197629912,0.699524252,1.828431267,1.701385954,,,,,,,,,,,
1656.6,,-1.354287468,-0.610362712,,0.215167514,-0.321548193,,-1.206643751,0.646921914,0.931763018,2.3011057,2.108168518,,,,,,,,,,,
1659.9,,-1.421111611,-0.688917317,,0.720806267,-0.161784226,,-0.991481151,1.32053525,-0.086458408,1.88599464,2.138108748,,,,,,,,,,,
1663.3,,-1.493417586,-0.757476713,,0.71955478,-0.428433143,,-0.398419576,0.653969968,-2.159220045,1.386367404,2.14524742,,,,,,,,,,,
1666.6,,-1.241339885,-1.038287693,,0.967769742,-0.272221013,,-1.460109897,-0.381547556,-1.593911237,1.191125103,1.992478614,,,,,,,,,,,
1670,,-1.404979481,-1.237553612,,0.152944427,0.110860963,,-1.465748879,-0.722011545,-1.780214747,1.015484623,1.754357778,,,,,,,,,,,
1673.3,,-1.516712241,-0.710753693,,-0.948897165,0.26113005,,-0.520399697,-0.18535033,-1.403512305,0.785494832,1.599693939,,,,,,,,,,,
1676.7,,-1.440452651,-0.851659382,,0.943186841,0.137035076,,0.276356417,-0.407555188,-0.982670684,0.504725302,1.456853646,,,,,,,,,,,
1680,,-1.425844082,-1.237553612,,0.551150096,-0.1312847,,1.367523018,-0.204464119,-0.74278545,0.216503179,1.30456125,,,,,,,,,,,
1683.3,,-1.383365797,-0.710897489,,-0.24520486,-0.386041284,,0.911343137,-0.17893192,-1.310293428,-0.041196711,1.09899143,,,,,,,,,,,
1686.7,,-1.099281911,-0.475859905,,-0.354692426,-0.0936313,,0.776611132,-0.235495062,-2.110058004,-0.257612448,0.702216715,,,,,,,,,,,
1690.1,,0.161666161,-0.215565864,,0.005423468,0.033271234,,2.866848429,1.339259138,-1.927304249,-0.417743921,0.075058652,,,,,,,,,,,
1693.4,,0.20723644,0.190390323,,2.746611944,0.033271234,,2.90333409,1.320446754,-1.7430121,-0.376907972,-0.417953241,,,,,,,,,,,
1696.8,,-0.469037626,0.612046761,,3.005431097,0.148333538,,0.863998935,-0.729177728,-1.727203876,-0.259239339,-0.92002403,,,,,,,,,,,
1700.1,,-0.453388205,0.909900731,,0.667076944,0.229194619,,0.617812411,-0.803697185,-1.541682475,-0.27390254,-1.469493277,,,,,,,,,,,
1703.5,,-0.577003515,1.12801428,,0.56193524,0.072979428,,1.51350249,-0.589865511,-1.029108549,-0.360093641,-2.308593464,,,,,,,,,,,
1706.8,,-0.643056209,1.082014567,,0.266559926,0.469055397,,1.426950916,-0.477997537,-1.806276019,-0.372368194,-2.420758366,,,,,,,,,,,
1710.2,,-0.912736761,0.338617638,,0.018763965,-0.423507161,,-0.073028164,-1.235945054,-1.822974556,-0.343048076,-1.939165775,,,,,,,,,,,
1713.5,,-0.705830705,0.162640558,,0.478447909,0.028713718,,0.993717689,-2.348305955,-2.156883357,-0.280383355,-1.212732779,,,,,,,,,,,
1716.8,,-0.631012761,0.783160533,,0.082800698,0.253727507,,1.898016044,-1.011214715,-1.847138311,-0.125766562,-0.185608885,,,,,,,,,,,
1720.2,,-0.848918892,0.591800093,,0.109970139,0.11452884,,-2.265761294,-0.743481678,-2.105721831,-0.000155296,0.017263436,,,,,,,,,,,
1723.6,,-0.888085565,0.643063693,,0.498422096,0.527179307,,-1.073930549,-1.397028346,-2.297635103,0.09768209,-0.257348878,,,,,,,,,,,
1726.9,,-0.688274215,1.131589262,,0.059899688,1.27138105,,-0.774943137,-1.05308593,-2.11674826,0.116638015,-0.328037311,,,,,,,,,,,
1730.3,,-0.573804276,0.914921196,,0.76804438,0.033271234,,2.620540401,2.063850654,-1.959231423,-0.012497305,0.316320974,,,,,,,,,,,
1733.6,,-1.455771396,0.367890677,,3.591328128,0.033271234,,-0.091866875,-0.723973503,-1.875105818,-0.143617175,0.566456827,,,,,,,,,,,
1737,,-0.845082385,0.825718097,,0.717236828,0.268228336,,1.777678827,1.0117784,-1.431459924,-0.218224753,0.098825028,,,,,,,,,,,
1740.3,,-0.580279457,0.247240523,,0.633494104,0.090392376,,0.684285255,0.595629354,-1.597734264,-0.295556514,-0.776582018,,,,,,,,,,,
1743.7,,-0.491543167,-1.237553612,,0.419734196,0.529245215,,2.554754023,-1.076030869,-1.879995887,-0.475810014,-1.522264793,,,,,,,,,,,
1747,,-0.133893533,-0.713577127,,-0.148927977,-0.079074758,,0.977111447,-1.271367316,-1.862969077,-0.63675182,-2.211424258,,,,,,,,,,,
1750.3,,-0.923714718,-0.904379985,,0.440664873,-0.11320599,,1.434728857,1.333347984,-0.092448572,-0.327894286,-0.571137532,,,,,,,,,,,
1753.7,,-1.625895913,-0.722074374,,0.305204957,0.190852571,,1.224526426,0.813639132,-0.577601838,0.05806276,0.363600122,,,,,,,,,,,
1757.1,,-1.801877789,-0.404143971,,0.088409841,0.184897021,,1.476768088,-0.780416065,-1.743657442,-0.015932291,0.225778862,,,,,,,,,,,
1760.4,,-1.77602573,-0.356980174,,0.406054543,0.228749869,,1.048385285,-0.172107652,-1.799026404,-0.443527324,-0.552110793,,,,,,,,,,,
1763.8,,-1.359347628,-0.590921616,,0.26598038,1.07609087,,1.073355227,-0.674403634,-1.457775918,-0.84109031,0.314521207,,,,,,,,,,,
1767.1,,-1.437440013,-1.237553612,,0.376993682,1.184006524,,0.627811591,-1.208365023,-1.20307961,-1.187275464,1.261551058,,,,,,,,,,,
1770.5,,-1.632673514,-1.237553612,,0.5157968,0.56846301,,1.245021792,0.531715851,-0.938016927,-1.075915699,1.45657289,,,,,,,,,,,
1773.8,,-1.66047422,-1.237553612,,0.24623531,2.548802935,,1.925719656,0.543743137,-0.846833918,-0.758430904,1.538938334,,,,,,,,,,,
1777.2,,,-1.237553612,,-0.378862842,3.075884922,,1.129911571,-0.846502715,-0.896970708,-0.548295527,1.504179403,,,,,,,,,,,
1780.5,,,-0.781773551,,-0.272787613,2.602505697,,1.178794905,-0.627218077,-0.869256352,-0.398470299,1.327539921,,,,,,,,,,,
1783.8,,,-0.440008993,,0.132953494,2.587193809,,1.701330292,-0.329355697,-0.372081603,-0.439829781,1.153205966,,,,,,,,,,,
1787.2,,,0.428450873,,0.381028487,2.765931008,,2.012686226,0.073401441,1.02220962,-0.754488535,0.947981061,,,,,,,,,,,
1790.6,,,1.441248721,,0.158160065,2.292824607,,1.456089449,-0.474625232,0.92997463,-0.905693825,0.871432515,,,,,,,,,,,
1793.9,,,2.673784655,,-0.877526615,0.391165654,,-1.125737517,-1.898204439,1.391625783,-0.274167865,0.896886795,,,,,,,,,,,
1797.3,,,4.086823507,,-0.542540733,-0.662049773,,-0.934964248,-1.244573137,1.576160744,0.499788651,0.934323821,,,,,,,,,,,
1800.6,,,2.758628309,,-0.924626523,-0.331384395,,0.140910286,-1.152213376,1.475590343,0.985596938,0.967307426,,,,,,,,,,,
1804,,,1.594446098,,-0.399284758,-0.331384395,,-0.110534479,0.397820612,1.534005555,1.096378067,0.981844338,,,,,,,,,,,
1807.3,,,1.163796187,,-0.321692002,-0.258607364,,0.341873684,-0.455435483,1.52899562,0.960362283,0.941410075,,,,,,,,,,,
1810.7,,,1.467956977,,-1.006904098,0.199124739,,0.40940173,-0.309773546,1.580533245,0.705670701,0.836720078,,,,,,,,,,,
1814,,,1.559191538,,-1.387789811,0.117764849,,1.443413955,0.00112769,2.02325189,0.432219709,0.673960435,,,,,,,,,,,
1817.3,,,1.839547388,,-0.600440714,0.171993673,,2.603475358,0.240756709,1.851856687,0.263817125,0.444763856,,,,,,,,,,,
1820.7,,,2.106757575,,-0.648807116,0.040206047,,1.946778832,0.253108071,1.311176011,0.282450954,-0.289262263,,,,,,,,,,,
1824.1,,,2.066285124,,-1.013472411,-0.289541108,,0.757303047,0.558532791,1.592860494,0.324967968,-2.133264605,,,,,,,,,,,
1827.4,,,2.107239018,,-0.51203502,-0.331384395,,1.908797527,0.921503319,1.71849881,0.336702214,-1.038853357,,,,,,,,,,,
1830.8,,,1.51710972,,-0.774143863,0.069711793,,0.834575591,0.531055426,1.585413546,0.350389803,-0.478746197,,,,,,,,,,,
1834.1,,,0.167579131,,-0.477461628,0.095928215,,0.978685089,0.992106283,1.468186384,0.491296366,-0.687700357,,,,,,,,,,,
1837.5,,,-0.822384011,,-0.241559359,1.056070754,,1.65196677,0.959693419,1.294184624,0.65662984,-1.149047576,,,,,,,,,,,
1840.8,,,-1.237553612,,-0.076614956,1.797940166,,1.471350955,1.293137337,0.657569285,0.563148521,-1.332315296,,,,,,,,,,,
1844.2,,,-0.734217794,,-0.044923023,1.904878901,,1.481561276,1.283209833,0.29214122,0.355010334,-1.44241644,,,,,,,,,,,
1847.5,,,-0.663859336,,-0.002423136,2.043309318,,1.359202532,0.813581025,0.155501758,0.279324753,-1.284294078,,,,,,,,,,,
1850.8,,,-0.531157838,,0.089014752,2.380899236,,0.138880754,0.693167412,0.578673217,0.238109904,-0.885439002,,,,,,,,,,,
1854.2,,,1.026509871,,0.358933124,2.45448106,,-0.534025605,1.166485678,0.608314238,0.336495171,-0.466583801,,,,,,,,,,,
1857.6,,,2.113542761,,0.411093048,1.922321685,,-0.002376631,2.16793223,0.337060565,0.612028278,0.009345367,,,,,,,,,,,
1860.9,,,2.60608564,,-0.506302451,-0.485382941,,0.152005835,2.197517809,1.802100262,0.695575159,0.47234164,,,,,,,,,,,
1864.3,,,2.880769553,,-0.614919756,0.32210821,,0.413387364,0.730943971,1.749469535,0.728750309,0.93412998,,,,,,,,,,,
1867.6,,,2.322300303,,-1.387789811,1.499397994,,0.395910095,-0.111762361,1.265893059,0.626459066,0.950725971,,,,,,,,,,,
1871,,,1.428635433,,-1.387789811,2.065636992,,-1.600335455,-0.536153847,2.032775491,-0.064187244,0.498241109,,,,,,,,,,,
1874.3,,,0.659545423,,-1.387789811,1.494183556,,-2.18142268,0.036802629,0.946900544,-0.471393009,0.041665628,,,,,,,,,,,
1877.7,,,0.246873554,,-1.387789811,2.061125791,,-0.749174106,-0.671657128,0.971818407,-0.61609121,-0.44275494,,,,,,,,,,,
1881,,,0.538487762,,-1.387789811,2.010581189,,0.915883847,0.807866975,0.637046824,-0.547088783,-0.547289693,,,,,,,,,,,
1884.3,,,1.650790552,,-1.387789811,1.794356031,,1.543408638,1.229752763,0.194580367,0.360261235,0.019980872,,,,,,,,,,,
1887.7,,,1.129509597,,-1.387789811,1.407959764,,-0.019194517,0.589380916,0.119078883,0.906652729,0.37383439,,,,,,,,,,,
1891.1,,,1.026871918,,-1.281034392,1.288546644,,-1.340835079,-0.095855459,0.524242821,0.527823059,-0.105059234,,,,,,,,,,,
1894.4,,,1.299342812,,-0.880614313,1.651988746,,-0.817532302,-0.134965811,0.533783915,0.114279276,-0.788137593,,,,,,,,,,,
1897.8,,,0.754688104,,-1.214704856,0.019950301,,-0.368991563,0.431017194,0.00890787,0.534004754,-0.070932547,,,,,,,,,,,
1901.1,,,0.782789329,,-0.195948634,-0.405279306,,-1.13351732,0.470138329,0.330356296,0.814496782,0.448120756,,,,,,,,,,,
1904.5,,,0.64716649,,-0.187254121,0.648713782,,-0.606295723,0.986633329,-1.324284934,0.705858767,0.66862951,,,,,,,,,,,
1907.8,,,0.568559237,,-0.220884352,0.869679271,,-0.335748811,1.873395464,-1.326802068,0.456524396,0.823912367,,,,,,,,,,,
1911.2,,,0.46352693,,-0.156755447,1.231397436,,-0.057106095,3.346898916,-0.574880728,0.154121244,0.95693764,,,,,,,,,,,
1914.5,,,0.884273318,,0.162929317,2.528974058,,-0.140212421,3.012199581,0.279431868,-0.022596718,1.081965419,,,,,,,,,,,
1917.8,,,1.281955098,,-0.187426398,2.449992513,,0.369173386,-0.33034674,0.726478202,0.284178891,1.232333788,,,,,,,,,,,
1921.2,,,1.310448667,,-0.71781258,1.514364797,,0.230478982,-1.839212508,0.567334753,0.730631667,1.353106761,,,,,,,,,,,
1924.6,,,1.00323551,,-0.829590568,0.256996646,,-0.684974423,0.065418678,0.010107784,0.497872192,1.155509858,,,,,,,,,,,
1927.9,,,-0.449368342,,-0.379037,0.041918709,,-0.740539128,0.704780482,-0.380731977,-0.1467486,0.552296635,,,,,,,,,,,
1931.3,,,-0.085464119,,-0.088063929,0.093212729,,-0.117583919,-1.304764213,-0.540611187,-0.184374682,0.247639996,,,,,,,,,,,
1934.6,,,-0.125833525,,-0.059831477,0.416678591,,-0.761214978,-0.743246729,-0.533962611,-0.043225721,0.09029911,,,,,,,,,,,
1938,,,-0.208975845,,0.139146815,0.731192525,,-1.59075342,-0.69795814,-0.602931282,0.068576159,-0.122552882,,,,,,,,,,,
1941.3,,,-0.34194652,,0.293747399,0.953925513,,-1.722444536,-1.076885041,-0.744666279,-0.177918717,-0.984174115,,,,,,,,,,,
1944.7,,,-0.372575225,,-0.571453446,1.038278025,,-1.266440872,-0.343486361,-0.276684294,-0.268695388,-1.574527637,,,,,,,,,,,
1948,,,-0.140288292,,-0.187828667,1.10757302,,-1.069054047,0.675184184,-0.063243713,0.086532827,-0.981207499,,,,,,,,,,,
1951.3,,,0.025047841,,0.185394967,1.09131425,,-0.909356421,1.260899344,-0.211654368,0.174398437,-0.856849448,,,,,,,,,,,
1954.7,,,0.108118711,,-1.387789811,-0.514741692,,-0.809866818,0.946378369,-0.117345419,0.077223592,-0.919104545,,,,,,,,,,,
1958.1,,,-0.342733176,,-1.387789811,-0.41454665,,-0.62754337,1.253532456,0.488448703,-0.109008851,-1.073130564,,,,,,,,,,,
1961.4,,,-1.013913558,,-1.387789811,-0.256824769,,-0.413907861,1.485637636,1.0221897,-0.591939894,-1.753431952,,,,,,,,,,,
1964.8,,,-0.69183449,,-1.387789811,1.1447833,,0.58749949,0.048531999,0.810461088,-0.901582724,-2.453832091,,,,,,,,,,,
1968.1,,,-1.237553612,,-1.387789811,2.931367549,,-0.443143404,0.895228422,0.59954986,-0.934279344,-1.021425689,,,,,,,,,,,
1971.5,,,-1.237553612,,-1.387789811,3.184578455,,-0.436478225,0.946433976,0.483446742,-0.968415077,-0.531779429,,,,,,,,,,,
1974.8,,,-1.237553612,,-1.387789811,3.361683174,,0.619872115,1.095634997,0.433199164,-1.162246635,-0.543570999,,,,,,,,,,,
1978.2,,,-0.865081764,,-1.387789811,3.706356429,,-0.174022589,1.346625472,0.536121514,-1.472571648,-0.628103054,,,,,,,,,,,
1981.5,,,-0.750152304,,-1.387789811,3.808122827,,-0.258011831,0.906737045,-0.2334837,-1.443715559,-0.849474839,,,,,,,,,,,
1984.8,,,-0.469712278,,-1.387789811,3.617135707,,0.430431514,1.162561168,-0.827267354,-1.281261776,-1.167058503,,,,,,,,,,,
1988.2,,,0.748693028,,-1.387789811,3.877727198,,1.120783691,0.898591039,-1.404644607,-0.415740126,-0.692041957,,,,,,,,,,,
1991.6,,,1.305133094,,-0.489105698,3.786747821,,0.723489408,-0.01685261,-1.435133352,0.689763069,-0.013151265,,,,,,,,,,,
1994.9,,,1.566872161,,-0.16458313,3.374188094,,-1.34713701,-1.903940128,-1.335195045,1.451083157,0.457792725,,,,,,,,,,,
1998.3,,,1.217143608,,-0.060918798,3.167833281,,-0.709732975,0.198347772,-0.600974705,1.874107021,0.723522778,,,,,,,,,,,
2001.6,,,0.759710805,,0.026974213,2.960467154,,0.816839441,1.17394338,-0.062992776,1.758461331,0.629008087,,,,,,,,,,,
2005,,,1.268521477,,0.136096089,2.553126985,,1.17667777,0.228773605,0.008648297,0.813141484,-0.185121381,,,,,,,,,,,
2008.3,,,0.773131865,-0.263617444,0.202074993,2.154384732,-0.624986425,1.398918063,0.195314189,0.483442802,0.599133134,-0.274849872,,,,,,,,,,,
2011.7,,,1.151078277,-0.130143818,0.261135828,1.273467962,0.112320322,1.768999973,0.135255242,0.549434185,0.539317291,-0.181898235,,,,,,,,,,,
2015,,,1.575704424,-0.1762509,0.305245901,-0.197564353,0.221729216,1.700508395,0.135082614,0.369656751,0.59517128,-0.061804178,,,,,,,,,,,
2018.3,,,1.871841576,0.751808948,0.213810264,-0.452373113,-0.192740942,2.240211592,1.438839557,0.219866968,0.794792508,0.086181134,,,,,,,,,,,
2021.7,,,1.032127873,1.360125583,-1.387789811,-1.205727341,-0.275149199,2.916913444,0.94448287,0.519543151,-0.139188252,-0.0336276,,,,,,,,,,,
2025.1,,,1.544390864,1.590242647,-1.387789811,-0.74637223,0.260685407,1.05745908,0.278960451,0.131574155,-1.37496324,-0.061708321,,,,,,,,,,,
2028.4,,,1.300812455,0.309412818,-1.387789811,-0.619431864,-0.783821738,0.964941379,0.833361945,0.383746816,-1.447431214,0.22579673,,,,,,,,,,,
2031.8,,,1.182692921,1.123380521,-1.387789811,-1.044090114,-0.147565562,-0.388164465,2.06841185,-0.072932145,-1.486888521,0.472716554,,,,,,,,,,,
2035.1,,,0.950099353,0.600758424,-1.387789811,-1.205727341,-2.030619371,0.102696513,1.921466984,-0.149064044,-1.458087909,0.498494624,,,,,,,,,,,
2038.5,,,1.287940076,-0.036768277,-1.387789811,-0.784809226,-1.067041535,3.060923992,1.655411221,-0.484078943,-1.102585766,0.110534535,,,,,,,,,,,
2041.8,,,1.370500506,0.629138895,-1.387789811,-0.282903324,0.081959323,1.557772162,1.328252665,-0.785377362,-0.978482708,-0.10948912,,,,,,,,,,,
2045.2,,,0.965067143,0.279617752,1.158576648,-1.062563617,-0.39427099,2.044539827,1.599849392,-1.219671692,-1.102490488,-0.023262855,,,,,,,,,,,
2048.5,,,1.579069072,0.569266484,1.215823654,-0.720460869,-0.396717278,0.349542593,1.814323437,-1.158811696,-1.275299028,0.118235091,,,,,,,,,,,
2051.8,,,1.521322347,0.627941976,1.249564717,-1.040893447,-0.432712542,1.346339682,2.230602568,-1.077181352,-1.500341642,0.469932984,,,,,,,,,,,
2055.2,,,1.159056128,0.891137731,0.694219333,-0.727362914,0.304698687,-0.782475391,-0.388744228,-0.665407849,-1.716845246,0.668581402,,,,,,,,,,,
2058.6,,,0.402751226,0.856591095,1.065415474,-0.861992287,0.213303042,1.066028476,-0.15517503,-0.754110253,-1.868212844,0.385571571,,,,,,,,,,,
2061.9,,,0.19974234,0.843263607,0.237910983,-0.147210564,-0.303109946,0.913943587,0.73006491,-0.946476374,-1.971834372,-0.1064357,,,,,,,,,,,
2065.3,,,-0.067963213,0.897003941,-0.926663623,0.027722331,-0.489328165,0.662782169,0.2904485,-0.249180644,-1.196645407,-0.214324186,,,,,,,,,,,
2068.6,,,-0.260344846,0.951169735,-1.095433122,-0.04130846,-0.521668229,0.990973446,-0.316588638,-0.455803673,-0.286389578,-0.237879981,,,,,,,,,,,
2071.9,,,-0.36779087,1.228435828,0.193270848,-0.279762247,-0.643521696,0.406851889,-1.097724586,-0.463084918,-0.380686208,-0.255273412,,,,,,,,,,,
2075.3,,,-0.558856527,1.209516667,0.472890324,-0.642421088,-0.903634793,0.652726537,-0.735221683,0.142176828,-0.554116863,-0.264149983,,,,,,,,,,,
2078.7,,,-0.548869857,0.79840294,0.998040225,-1.205727341,-0.950446533,0.794332192,-0.743367114,0.286346344,-0.415690844,-0.128084821,,,,,,,,,,,
2082,,,-0.567968622,0.509744777,1.151264723,-0.470498496,-0.757613339,0.299602,-0.293165878,-0.00192608,-0.162596812,0.086203219,,,,,,,,,,,
2085.3,,,-0.109145051,0.435748146,0.96658313,-0.436400777,-0.585688514,0.258326061,-0.026511996,0.297932426,-0.24501333,0.083901286,,,,,,,,,,,
2088.7,,,0.095955705,0.399017317,0.515537512,-0.676313984,-0.495940147,0.020801433,-0.295175589,0.791667113,-0.574506344,-0.004726345,,,,,,,,,,,
2092.1,,,-0.16135173,0.277950391,0.065168588,-0.401488193,-0.376883301,-1.026889886,-0.106594671,0.38110207,-0.917603402,-0.115111181,,,,,,,,,,,
2095.4,,,-0.209478287,0.052641246,-0.194601303,-0.376584516,-0.339018511,-0.428494888,-0.137094058,-0.03840699,-1.370822336,-0.286647618,,,,,,,,,,,
2098.8,,,-0.098226878,0.134440856,-1.078039144,-0.977136583,-0.733894759,-0.416491909,-1.097514097,0.290328614,-1.958637813,-0.501876115,,,,,,,,,,,
2102.1,,,-0.03657532,0.307256292,-1.387789811,-0.404925665,-0.744128412,-0.360394837,-0.213100061,-0.026810027,-2.511270296,-0.674328086,,,,,,,,,,,
2105.4,,,-0.15902795,0.171524952,-1.387789811,-0.45208285,-0.614397924,0.000182092,0.621033265,-0.199667193,-2.426039707,-0.698124302,,,,,,,,,,,
2108.8,,,-0.06280381,0.159685214,-0.342599075,-0.340356736,-0.889448191,0.209353014,0.64504689,-0.459555536,-1.44005495,-0.646983697,,,,,,,,,,,
