Appendix S1 Time series of the long-term experiment,,,,,,,,,,,,,,,,,,,,,,,
Worksheet 3 Transformed time series used in our Nature 2008 paper (species abundances and nutrients),,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Note for those who wish to make use of these freely available data in their publications or presentations: ,,,,,,,,,,,,,,,,,,,,,,,
please cite the Ecology Letters publication of Beninca et al. as source of the data,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Day Number,Cyclopoids,Calanoids ,Rotifers,Protozoa,Nanophytoplankton,Picophytoplankton,Filamentous diatoms,Ostracods,Harpacticoids,Bacteria,Total Dissolved Inorganic Nitrogen,Soluble reactive phosphorus,,,,,,,,,,,
912.85,,0.243035157,-0.678067403,,0.25505306,-0.753390426,,,,0.09599427,-0.583946651,0.034500517,,,,,,,,,,,
916.2,,0.060178628,-0.391124257,,-0.007238139,-0.609643511,,,,0.586242114,-1.176678922,-0.509800855,,,,,,,,,,,
919.55,,0.108075448,-0.128235894,,0.097649044,-0.587117621,,,,0.696724648,-0.693716857,-0.525752382,,,,,,,,,,,
922.9,,0.212824501,0.067970177,,0.198533087,-0.686816021,,,,1.229584492,-0.557892221,-0.57313163,,,,,,,,,,,
926.25,,0.372668744,0.000691748,,0.423724673,-0.84091042,,,,0.14913122,-1.148605784,-0.902067236,,,,,,,,,,,
929.6,,0.36747766,-0.202472211,,0.665311445,-0.840483282,,,,-0.382799916,-1.626989186,-1.144730309,,,,,,,,,,,
932.95,,0.546270694,-0.356453063,,-0.795805512,-0.921628009,,,,-0.623623042,-1.632140722,-1.160181184,,,,,,,,,,,
936.3,,-0.14681625,-0.777823891,,-0.761367215,-1.111593158,,,,-0.848629803,-1.626061538,-1.161266241,,,,,,,,,,,
939.65,,0.246615145,-0.780441409,,-0.751167873,-1.075506597,,,,-1.188628345,-0.926863158,-0.727861364,,,,,,,,,,,
943,,0.536007329,-0.850968538,,-0.64164019,-1.095597681,,,,-1.469979392,-0.393199226,-0.409778819,,,,,,,,,,,
946.35,,0.249563074,-1.237553612,,-0.378630771,-1.108964202,,,,-0.742375037,-0.216885667,-0.343263047,,,,,,,,,,,
949.7,,-0.096931696,-1.237553612,,1.098504968,-0.900804566,,,,-0.316962137,-0.11740026,-0.308520684,,,,,,,,,,,
953.05,,0.201942025,-1.083878363,,1.184274438,-0.691910047,,,,0.165204208,-0.190054392,-0.302647607,,,,,,,,,,,
956.4,,0.772474277,-0.590522282,,2.129695817,-0.475801039,,,,0.772189663,-0.428729656,-0.302419298,,,,,,,,,,,
959.75,,1.046805677,-0.54898385,,1.714186439,-0.739926138,,,,1.651325007,-0.462112847,-0.274366655,,,,,,,,,,,
963.1,,0.960583103,-0.527054689,,2.726818236,-0.35684407,,,,1.042502259,-0.474518574,-0.218344779,,,,,,,,,,,
966.45,,2.048242098,-0.437429643,,2.360865225,-0.462517852,,,,0.104357764,-0.278286659,-0.184204277,,,,,,,,,,,
969.8,,1.577237572,-0.285539097,,0.539405156,-0.663112386,,,,0.223810336,0.167170083,-0.157648174,,,,,,,,,,,
973.15,,1.708324484,-0.331023916,,-0.37647246,-0.54482857,,,,0.024218289,0.316422699,-0.126955302,,,,,,,,,,,
976.5,,1.501169759,-0.432183561,,-0.57214826,-0.68531346,,,,0.534536993,0.339925764,-0.091730152,,,,,,,,,,,
979.85,,1.430673945,-0.640780078,,-0.656473154,-0.870163952,,,,1.371239031,0.335830227,0.180018661,,,,,,,,,,,
983.2,,1.624371156,-0.92776483,,-0.761011872,-0.72998033,,,,0.468255396,0.314547126,0.794504957,,,,,,,,,,,
986.55,,1.63584398,-1.237553612,,-0.305127109,-0.639544108,,,,0.08810547,0.324660487,0.881581728,,,,,,,,,,,
989.9,,1.452737692,-1.237553612,,-0.133814547,-0.430203635,,,,0.086910026,0.461611787,0.726082901,,,,,,,,,,,
993.25,,1.227395401,-1.237553612,,-0.135237727,-0.09399609,,,,0.597066461,0.986218973,1.049063105,,,,,,,,,,,
996.6,,1.299262692,-1.237553612,,-0.279732121,0.039575886,,,,0.87139036,2.57808583,2.668401456,,,,,,,,,,,
999.95,,1.363425729,-1.237553612,,-0.129065429,0.366424331,,,,0.737388696,2.974011861,3.052812231,,,,,,,,,,,
1003.3,,1.395434594,-1.237553612,,0.383679268,0.521331011,,,,0.485783056,2.130627884,2.389736141,,,,,,,,,,,
1006.7,,1.31464993,-1.237553612,,0.385178488,0.625359785,,,,-0.490217455,0.488801459,1.298405702,,,,,,,,,,,
1010,,1.099432234,-0.949809228,,0.489025867,0.842267416,,,,0.696653866,-0.506280435,1.141704919,,,,,,,,,,,
1013.4,,1.277433864,-0.712412432,,0.721505281,0.573402483,,,,-0.341361886,-0.966958306,1.277336007,,,,,,,,,,,
1016.7,,1.576680459,-0.633831563,,0.58319152,0.933485845,,-0.306102366,,-0.529414673,-0.784070435,1.646930158,,,,,,,,,,,
1020.1,,2.495430284,-0.660346291,,-0.333903152,0.534783436,,1.188319688,,-0.090514672,-0.455225104,1.873710223,,,,,,,,,,,
1023.4,,2.508270342,-0.688249574,,-0.139720547,-0.351959735,,0.382491231,,-0.580650286,0.246094334,1.371790527,,,,,,,,,,,
1026.8,,2.504940516,-0.550237825,,-0.622781369,-0.459258539,,2.106682864,,-0.089999495,0.540037396,0.662156055,,,,,,,,,,,
1030.1,,2.52669087,-0.223815423,,-0.790038674,-0.914001863,,0.937009214,,-0.018439449,0.4480301,0.242688077,,,,,,,,,,,
1033.5,,1.576199123,-0.067595628,,-0.503346916,-0.079091457,,-0.859838939,,-0.178696748,0.322208705,-0.017879925,,,,,,,,,,,
1036.8,,1.121296846,-0.099463033,,-0.595305144,0.189386214,,0.588249546,,-0.252768734,0.209936292,-0.119839657,,,,,,,,,,,
1040.2,,0.86129158,-0.328967769,,-0.221810776,-0.105487072,,2.025936046,,-0.317601521,0.08406064,-0.185346583,,,,,,,,,,,
1043.5,,0.609480525,-0.777823891,,0.096896806,-0.168074794,,2.692065239,-1.733445749,-0.896532723,-0.048121019,-0.236161358,,,,,,,,,,,
1046.8,,0.187280318,-0.777823891,,-0.170069627,-0.334274682,,1.831195931,0.028806543,-0.736756629,-0.190263256,-0.304954398,,,,,,,,,,,
1050.2,,-0.004170268,-0.72410708,,-0.282429143,-0.365594221,,1.219669337,0.287536057,-0.488978126,-0.347343961,-0.436097677,,,,,,,,,,,
1053.6,,-0.086174925,-0.615499399,,-0.30334669,-0.33652778,,0.82448811,0.379093976,-0.190528806,-0.527812147,-0.966271711,,,,,,,,,,,
1056.9,,-0.183551332,-0.587397606,,-0.38304818,-0.34635149,,0.818335947,0.394612221,-0.147193303,-0.671460768,-1.087339711,,,,,,,,,,,
1060.3,,-0.615341876,-0.724311239,,-0.666136957,-0.07543555,,0.342373416,1.210260865,-0.388428279,-0.778914512,-0.967122156,,,,,,,,,,,
1063.6,,-0.455355199,-1.237553612,,-0.485751976,-0.083661264,,0.137195141,1.937269145,-0.308242173,-0.678064548,-0.868697165,,,,,,,,,,,
1067,,0.072730686,-0.997714013,,-0.268158259,-0.584870283,,0.742198804,2.088947721,-0.119880658,-0.35612838,-0.767078836,,,,,,,,,,,
1070.3,,0.139095794,-0.802133952,,-0.436002267,-0.563002813,,0.484221008,1.748534351,-0.610200514,-0.028162195,-0.641339622,,,,,,,,,,,
1073.7,,0.19739461,-0.802133952,,-0.474314853,-0.536149562,,0.130039973,1.667834102,-0.968804571,0.298308322,-0.364133211,,,,,,,,,,,
1077,,0.259027146,-0.997714013,,-0.392343883,-0.492957241,,-0.391378341,1.744859395,-1.151050767,0.550151658,-0.39926121,,,,,,,,,,,
1080.3,,0.601818735,-0.641252403,,-0.888600116,-0.070001022,,0.065335633,0.305043531,-0.471286057,0.734780303,-0.750921614,,,,,,,,,,,
1083.7,,0.748481513,-0.672245229,,-0.256603,0.093354355,,0.392055737,0.693818795,-0.442412745,0.762349551,-0.82704994,,,,,,,,,,,
1087.1,,0.81810336,-0.4808126,,0.098279073,0.276444473,,-1.912228688,0.701435178,-0.458772715,0.73889121,-0.725969147,,,,,,,,,,,
1090.4,,0.959900641,0.008653459,,-0.782185224,0.55474998,,-1.908597369,0.452141423,-0.313182173,0.625704154,-0.733210313,,,,,,,,,,,
1093.8,,0.964371476,0.497191208,,-0.88828735,0.584826054,,-1.264081798,-0.660252646,0.646991869,-0.0339842,-0.963758419,,,,,,,,,,,
1097.1,,0.657774346,0.814748869,,-0.940617522,0.560802288,,-0.676973735,-1.815873377,0.35959256,-0.587797984,-1.137163828,,,,,,,,,,,
1100.5,,0.176777051,0.81754226,,0.908586048,-0.339745684,,-1.898005928,-1.212080212,0.89973231,-0.285039745,-1.005053336,,,,,,,,,,,
1103.8,,0.370734398,1.336223101,,-0.432860897,-0.704219219,,-1.894706458,-0.497552616,-0.133434924,-0.133008725,-0.814266997,,,,,,,,,,,
1107.2,,-0.347053834,0.616169997,,-0.547844797,-0.805338129,,-1.891381778,0.57108841,0.071190333,-0.288676684,-0.56803525,,,,,,,,,,,
1110.5,,-0.742768162,0.302989819,,-0.760955395,-1.041796092,,-1.888225956,0.672400966,1.50757586,-0.416007328,-0.484985531,,,,,,,,,,,
1113.8,,-1.016145792,-0.404154343,,-0.533701574,-0.900591688,,1.639410853,-1.65980264,0.902108241,-0.457816456,-0.936825849,,,,,,,,,,,
1117.2,,-0.62105243,0.014903702,,-0.472293619,-0.849839905,,0.125940382,-0.485512795,1.424473377,-0.47388413,-1.50448433,,,,,,,,,,,
1120.6,,-0.01504361,-0.040959531,,-0.339618825,-0.754236516,,1.372824064,-1.692762033,1.005091571,-0.47289495,-1.031311551,,,,,,,,,,,
1123.9,,-0.30467958,-0.037019218,,-0.515008279,-0.603241737,,0.284149065,0.434033525,1.007303103,-0.471844118,-0.733299795,,,,,,,,,,,
1127.3,,-0.127880772,-0.125021652,,-0.512627251,-0.731388171,,-1.873057749,-0.59946215,1.756832788,-0.131459507,-0.968573811,,,,,,,,,,,
1130.6,,0.452580023,-0.020822925,,-0.501320635,-0.270920364,,0.496727318,-0.381130882,2.551098,0.260511484,-1.324879061,,,,,,,,,,,
1134,,0.256262897,-0.260235488,,-0.371079592,-0.363236233,,-0.032693383,-0.844963124,2.238968549,0.366396589,-1.113551767,,,,,,,,,,,
1137.3,,0.161536903,-0.282464513,,-0.48493556,-0.66869094,,-1.864550634,1.379624281,1.677836831,0.443569347,-0.728157629,,,,,,,,,,,
1140.7,,-0.195681506,-0.396048092,,-0.622306964,-0.538412235,,-1.86171049,1.51163171,1.042246461,0.713914198,-0.426531856,,,,,,,,,,,
1144,,-0.628577765,-0.239511982,,-0.029415836,0.03956352,,-1.858970233,0.673708006,1.444743425,1.019416099,-0.110331977,,,,,,,,,,,
1147.3,,-0.190515902,0.111921573,,0.008243523,0.168225101,,-1.856238856,0.353590995,1.512427347,1.026503179,0.48472742,,,,,,,,,,,
1150.7,,0.442009606,0.199256794,,-0.815987864,-0.122254258,,-0.981250244,0.079733592,0.26722234,0.94296103,1.120752068,,,,,,,,,,,
1154.1,,0.57123377,0.192386345,,-0.70338699,-0.417329008,,-0.841734719,0.222006834,-0.042455233,0.63121957,1.102110848,,,,,,,,,,,
1157.4,,0.477143895,0.066564817,,-0.901096826,-0.510559947,,-0.218850835,0.688268792,-0.062049865,-0.216111684,0.829209325,,,,,,,,,,,
1160.8,,0.452885314,-0.137616709,,-0.577962495,-0.577162015,,0.388094022,0.197018292,0.090764226,-0.391622552,0.818982909,,,,,,,,,,,
1164.1,,0.442541049,-0.288798391,,-0.211556026,-0.584810421,,0.258536228,0.092950193,0.065517477,-0.215637384,1.01964513,,,,,,,,,,,
1167.5,,0.161536903,-0.413446662,,-0.632432781,-0.587693416,,-0.260678105,0.794254856,0.010172439,-0.206085992,1.055395471,,,,,,,,,,,
1170.8,,0.248363638,-0.825429356,,-0.641912964,-0.643358618,,0.446695786,0.864306064,-0.437174103,-0.427043311,0.979497657,,,,,,,,,,,
1174.2,,0.016382035,-1.237553612,,-0.634028317,-0.764059503,,0.157167989,1.394624501,-0.042284496,-0.302671666,0.910248577,,,,,,,,,,,
1177.5,,-0.155804263,-1.237553612,,-0.268469823,-0.164058534,,-0.227761992,0.648512316,0.227428605,0.85642405,0.855051021,,,,,,,,,,,
1180.8,,-0.468188548,-1.237553612,,0.345239677,-0.16361514,,0.306724358,1.039078871,0.370241173,1.195621721,0.834333362,,,,,,,,,,,
1184.2,,-0.566198311,-1.103404723,,2.144890885,0.124755044,,-0.7130008,-0.10487193,0.560659713,0.483579966,0.856771869,,,,,,,,,,,
1187.6,,0.068420009,-0.781077614,,0.085069461,-0.344289498,,-0.191986496,-0.094053143,0.81460759,-0.07774547,0.866290716,,,,,,,,,,,
1190.9,,0.202935528,-0.777823891,,-0.680658419,0.035437597,,-0.093114447,0.394921262,-0.186418798,-0.028657812,0.840800706,,,,,,,,,,,
1194.3,,0.3286446,-0.711156618,,-0.852366073,-0.240870139,,0.501157205,-0.998567385,-0.022044029,0.069574913,0.79040715,,,,,,,,,,,
1197.6,,0.347569289,-0.566728101,,-0.385742646,-0.806413931,,0.720902923,0.211474372,-0.008590294,0.182263995,0.724770717,,,,,,,,,,,
1201,,0.638311417,0.311329711,,-0.601656587,0.585657439,,0.70196983,0.235563999,-0.010381739,0.291160431,0.647230593,,,,,,,,,,,
1204.3,,0.35080473,0.883115925,,-0.646455136,1.235100796,,-0.050694362,0.076636672,0.13950785,0.370439701,0.570452763,,,,,,,,,,,
1207.7,,0.109561431,1.675998252,,-1.387789811,0.246499157,,-0.481083228,-2.56425326,-0.703228864,0.407151349,0.499681994,,,,,,,,,,,
1211,,0.200615503,2.081398041,,-0.922377296,-0.847864428,,1.363630459,-2.553515859,-1.320071835,0.306878864,0.433307599,,,,,,,,,,,
1214.3,,-0.236148441,1.800844843,,-0.76029495,-1.205727341,,1.687165493,0.123289423,-1.035912384,0.012831081,0.358317922,,,,,,,,,,,
1217.7,,-0.965892946,1.069648528,,-0.786754102,-1.205727341,,1.847506596,0.483010287,-1.135092787,-0.393285618,0.289095958,,,,,,,,,,,
1221.1,,-1.194386401,0.641119909,,-0.794907304,-0.6198589,,2.322413009,0.590614822,-1.098607787,-0.698007015,0.248361248,,,,,,,,,,,
1224.4,,-1.161828542,0.621537997,,-0.708089734,-0.616491769,,2.160628588,0.436524034,-0.47803921,-0.62619109,0.267174844,,,,,,,,,,,
1227.8,,-0.714907609,0.688845819,,-0.378592108,-1.205727341,,1.233042122,0.769381683,-0.112469387,-0.343427206,0.321929932,,,,,,,,,,,
1231.1,,-0.383876751,0.63012161,,-0.49263863,-1.205727341,,1.167594021,0.979200276,-0.219943539,-0.012729034,0.250419299,,,,,,,,,,,
1234.5,,0.088468555,0.439328352,,0.358895841,-1.205727341,,1.188338551,0.866101968,-1.050499137,0.370245117,-0.041307159,,,,,,,,,,,
1237.8,,0.167955166,0.321964591,,0.618581427,-1.205727341,,1.281498464,0.67234239,-1.507012786,0.507828106,-0.21500586,,,,,,,,,,,
1241.2,,0.337653558,0.176029309,,-0.824152976,-1.205727341,,1.629107608,0.991266337,-1.813750918,0.574315418,-0.322639741,,,,,,,,,,,
1244.5,,0.900565849,-0.031170257,,-0.543678124,-1.205727341,,1.138249428,0.010676275,-0.978165393,0.518603633,-0.426360333,,,,,,,,,,,
1247.8,,0.31209859,0.03023585,,-0.168312894,-0.919951639,,0.955619297,-0.452060086,-0.451710767,0.044755025,-0.539968996,,,,,,,,,,,
1251.2,,0.467567532,0.232590229,,-1.192097514,-0.703871228,,0.513230123,-2.424386997,-0.373853902,-0.460747861,-0.572539645,,,,,,,,,,,
1254.6,,0.607013677,-0.087191627,,-0.735743455,-0.630927451,,-0.441714319,-1.021060698,-0.291446779,-0.937948736,-0.544708448,,,,,,,,,,,
1257.9,,0.414262583,-0.585507392,,-0.646757676,0.02605191,,0.952133742,0.400408349,-0.541851473,-1.093963625,-0.501330392,,,,,,,,,,,
1261.3,,0.376061131,-0.556767113,,-0.293480255,0.274445585,,1.087509026,0.439719812,-0.786031644,-0.872303992,-0.405548051,,,,,,,,,,,
1264.6,,0.579762615,-0.662945746,,-0.557946694,0.652409803,,1.210979525,0.604675762,-0.186679523,-0.574701152,-0.292264971,,,,,,,,,,,
1268,,0.87445355,-0.690839757,,-0.642080606,1.273170154,,-0.411357131,-2.373709552,0.821681836,-0.337532093,-0.201123831,,,,,,,,,,,
1271.3,,0.844449014,-0.945750363,,-0.642080606,1.272009247,,-1.19467178,0.587410462,0.18891079,-0.259979379,-0.172533507,,,,,,,,,,,
1274.7,,0.58347404,-0.799167922,,-0.176994574,0.770561178,,0.503849711,0.457525203,-2.549913119,-0.633795002,-0.297786143,,,,,,,,,,,
1278,,1.134828994,-0.376893569,,0.266292181,0.863130303,,-0.306120459,0.944449146,-1.763238094,-1.03866555,-0.505707942,,,,,,,,,,,
1281.3,,0.630816171,0.088654685,,0.701511946,0.763750738,,-1.707572605,-0.289060247,-1.724937538,-0.725668206,-0.775387315,,,,,,,,,,,
1284.7,,0.378485166,0.437734459,,0.638336686,0.685958104,,0.347077993,0.285207319,-1.697628757,-0.338716855,-1.01118894,,,,,,,,,,,
1288.1,,0.859980332,1.268826594,,0.620571061,0.210618809,,-0.197798997,-0.405661384,-1.314018756,-0.161901274,-0.697282782,,,,,,,,,,,
1291.4,,0.912448993,1.172678569,,0.311029964,-0.10771713,,0.311355097,-2.309848708,-1.141738294,-0.066522743,-0.365056622,,,,,,,,,,,
1294.8,,0.862554448,0.341629595,,0.074992066,0.115482468,,0.031598677,0.215704032,-1.116919486,-0.243823219,-0.66068345,,,,,,,,,,,
1298.1,,0.833596681,-0.480632554,,-0.010572683,0.465280882,,-0.740748946,0.020163835,-1.116330471,-0.604204084,-1.478479906,,,,,,,,,,,
1301.5,,0.651924199,-0.787716336,,-0.04731702,0.443969594,,-0.753799879,-2.285539405,-0.63804543,-0.623572449,-1.469425939,,,,,,,,,,,
1304.8,,0.115288417,-0.809374646,,0.081280247,0.135928978,,-0.505025217,0.470534838,-0.712476122,-0.578432774,-1.242300768,,,,,,,,,,,
1308.2,,-0.079470104,-0.472579721,,-0.032414235,0.130777349,,-0.371046426,0.958826131,-1.506731578,-0.267306345,-1.148330366,,,,,,,,,,,
1311.5,,0.004053943,-0.336669512,,-0.442356483,0.22581223,,-1.672311086,0.541666921,-0.744589822,0.300435342,-1.0971466,,,,,,,,,,,
1314.8,,-0.240935289,-0.204279784,,-0.115903406,-0.058758335,,-1.669161765,0.548268218,0.710647433,0.266901362,-0.386733492,,,,,,,,,,,
1318.2,,-0.174051679,0.760509124,,0.032471038,-0.474576038,,0.132965908,0.554759913,1.263927683,-0.31845156,0.894949308,,,,,,,,,,,
1321.6,,0.017479999,1.456392811,,-0.440808548,-0.485082857,,0.904233663,0.491532041,0.411542923,-0.357450695,1.053847495,,,,,,,,,,,
1324.9,,-0.615373093,1.498598606,,-0.922957812,-0.533830856,,-1.660715058,-0.35885138,-0.391800958,0.20192118,0.811340873,,,,,,,,,,,
1328.3,,-0.078101233,1.217711703,,-0.724887369,-0.869659495,,-1.658319653,0.552585879,0.287526958,0.316395245,0.803745262,,,,,,,,,,,
1331.6,,-0.557196508,1.41216909,,0.207559224,-0.480206617,,-1.65623057,-1.09336214,0.759920221,0.020242141,1.316882056,,,,,,,,,,,
1335,,-0.249902932,1.517454332,,-1.387789811,-1.205727341,,-1.654332383,-0.387821399,0.668443829,-0.106846702,1.622609203,,,,,,,,,,,
1338.3,,0.203294789,2.059940357,,-0.449343505,-0.939793242,,-1.652747179,-0.06330295,2.168773573,0.115830732,1.758399753,,,,,,,,,,,
1341.7,,-0.198286722,2.06231558,,-0.340534448,-0.939793242,,-1.651391083,0.964551882,2.882592101,0.510226485,1.801343561,,,,,,,,,,,
1345,,0.164227215,1.629094024,,-0.594989961,-1.205727341,,-1.650354152,0.323399278,1.432191758,1.448755361,1.764703135,,,,,,,,,,,
1348.3,,-0.476143555,1.469562361,,-0.82892918,-1.205727341,,-0.119833772,0.326606544,-1.443317674,1.865280527,1.693955698,,,,,,,,,,,
1351.7,,-0.641679489,1.260626056,,-0.753568597,-1.205727341,,-0.121612909,0.086683915,-1.57368562,0.990150781,1.499199072,,,,,,,,,,,
1355.1,,-0.680375954,1.036786385,,-0.643835641,-1.205727341,,-0.269655299,-1.033222162,-0.958621316,-0.224176128,1.282289733,,,,,,,,,,,
1358.4,,-1.37288662,1.108776878,,-0.521609652,-1.205727341,,-1.649159144,-1.456649111,0.010883873,-0.240248398,1.183149843,,,,,,,,,,,
1361.8,,-1.14810905,1.612615474,,0.537654006,-1.205727341,,-1.649673488,-0.176245713,0.745640492,-0.248588456,1.092335314,,,,,,,,,,,
1365.1,,-1.018815702,1.952101033,,0.486284949,-1.205727341,,0.324719341,-0.408957178,0.89501254,-0.185531649,0.887792008,,,,,,,,,,,
1368.5,,-1.131700454,1.758864942,,-0.155755548,-1.205727341,,0.144813146,-2.197156195,0.387410746,0.060064587,0.602697086,,,,,,,,,,,
1371.8,,-1.052524257,1.376739309,,0.007161473,-1.205727341,,0.439408707,0.320400744,0.155908543,0.441948802,0.597875754,,,,,,,,,,,
1375.2,,-0.914722988,0.806004121,,-0.110901911,-1.205727341,,0.265534833,0.068852106,-0.352897,0.793696321,0.601289401,,,,,,,,,,,
1378.5,,-0.951219956,0.446325767,,-0.652337799,-0.876516664,,0.657574598,-0.404510385,-0.770915362,0.55181745,0.783865182,,,,,,,,,,,
1381.8,,-0.69293308,0.38104775,,-0.683484876,0.367504815,,0.432456873,-0.555881763,-0.652241708,-0.233110034,1.121534186,,,,,,,,,,,
1385.2,,-0.458305688,0.208657318,,-0.689907552,0.54812135,,-0.138970083,-2.199084124,-0.515274386,-0.585595212,0.913173356,,,,,,,,,,,
1388.6,,-0.258903029,0.102016181,,0.324129437,0.548143482,,-0.096020705,-0.558780759,-0.347259861,-0.756411115,-0.173173955,,,,,,,,,,,
1391.9,,0.145175452,0.022864669,,0.699897961,0.469908769,,-0.123681655,-0.196884375,-0.338507295,-0.97377357,-0.794998693,,,,,,,,,,,
1395.3,,0.355224234,-0.033939433,,-0.448318665,0.146830501,,0.586109099,-2.205297493,-0.965793727,-1.246994669,-1.139262452,,,,,,,,,,,
1398.6,,0.254503979,-0.049724925,,-0.389396045,0.636918793,,0.728730847,-2.208148311,-1.279546675,-0.949525098,-1.177329717,,,,,,,,,,,
1402,,0.4173978,0.272138811,,-1.387789811,1.276643126,,1.54649252,-2.211504912,-0.743746395,0.158429152,-1.040533756,,,,,,,,,,,
1405.3,,0.405352139,0.976451497,,-1.387789811,1.145114226,,0.930051141,0.660373809,-0.027774343,0.371109373,-0.648533765,,,,,,,,,,,
1408.7,,0.122739608,1.876822457,,-1.387789811,1.267822723,,-1.695253104,1.173006891,0.219998484,0.241263038,0.40093887,,,,,,,,,,,
1412,,0.092563148,2.194734701,,-1.387789811,1.115289055,,-1.701385901,1.348547924,0.345592913,0.14981488,0.82515544,,,,,,,,,,,
1415.3,,-0.176562056,2.353664908,,-1.387789811,0.382879773,,-1.707926335,1.193476793,0.654802674,0.148473039,0.277905603,,,,,,,,,,,
1418.7,,-0.949779565,2.197182104,,-0.507261282,-0.132905573,,-0.665390863,0.392281948,1.027738915,0.162413239,-0.306556809,,,,,,,,,,,
1422.1,,-0.343645811,1.938227175,,-0.928027296,-1.205727341,,0.939933441,-1.615149159,0.066573213,0.445821091,-0.298589911,,,,,,,,,,,
1425.4,,-0.727093439,0.967327904,,-1.206228655,-1.205727341,,0.989137781,0.721990833,-1.305038472,0.597113894,-0.283559756,,,,,,,,,,,
1428.8,,-0.369562826,0.208736708,,0.363944548,-1.205727341,,1.215918973,-0.100589559,-1.160053875,0.273073665,-0.151721255,,,,,,,,,,,
1432.1,,-0.439862596,-0.158095946,,0.873739148,-1.205727341,,1.059148449,0.679791095,-1.004117011,-0.02277025,-0.058945553,,,,,,,,,,,
1435.5,,-0.29673005,-0.378451707,,-0.159083786,-0.635109848,,0.672680838,-0.693676056,0.081990692,1.618277958,-0.324376193,,,,,,,,,,,
1438.8,,0.075801673,0.081388085,,-0.692015618,0.431913033,,-0.04403418,-0.405930967,0.835613025,2.564994398,-0.667527047,,,,,,,,,,,
1442.2,,0.343865013,0.738540014,,-0.737824638,0.571448652,,-0.472540858,-0.208804784,0.905654637,1.598424266,-0.686197785,,,,,,,,,,,
1445.5,,0.388527544,1.568775698,,-0.804920659,0.002379109,,-0.363389872,-0.295941303,0.154230424,-1.000703824,-0.691548401,,,,,,,,,,,
1448.8,,0.005617963,1.960486083,,-0.760351248,-0.567199043,,-0.284500328,-0.231731626,0.375633183,-0.984832922,-0.430515953,,,,,,,,,,,
1452.2,,-0.259673054,1.877160291,,-0.759036226,-0.594136055,,0.110814192,-0.211104826,0.83708336,-0.614087569,-0.072627295,,,,,,,,,,,
1455.6,,-0.426310379,1.357577724,,-0.351125054,0.3150896,,0.407851552,-0.292818519,0.702937444,-0.300028585,-0.110926248,,,,,,,,,,,
1458.9,,-0.382946224,1.170015562,,-0.286675743,0.532564495,,0.456860839,-0.157967034,0.131015148,-0.06026372,-0.285303858,,,,,,,,,,,
1462.3,,-0.327353215,0.936146072,,-0.551547294,0.688387522,,0.028563299,-0.260186848,0.060334836,-0.237305459,-0.514197583,,,,,,,,,,,
1465.6,,-0.303594169,0.235754439,,-0.703331218,0.764438089,,-0.611429095,-1.262199501,0.530829984,-0.868056367,-0.795713465,,,,,,,,,,,
1469,,-0.036412323,0.681106337,,-0.454594541,0.605995534,,-0.193608772,-0.767129007,0.860993717,-0.928734715,-0.83115752,,,,,,,,,,,
1472.3,,-0.2862826,0.637450998,,-0.183903751,0.880624952,,-0.251592613,-0.645944771,1.196978316,-0.717824573,-0.795924187,,,,,,,,,,,
1475.7,,-0.350660719,0.275321907,,-0.583889433,0.808702452,,-0.677195085,-0.631755954,1.296162156,-0.691832705,-0.771722757,,,,,,,,,,,
1479,,-0.279810262,-0.208077703,,-1.387789811,-0.227657136,,-0.791512,-0.633718727,0.388787578,-0.767553651,-0.757637126,,,,,,,,,,,
1482.3,,0.014373,-0.380408997,,-1.138417758,-0.366445231,,-0.658718402,-0.555303737,-0.264563948,-0.571290645,-0.717933443,,,,,,,,,,,
1485.7,,-0.400277694,-0.348221912,,-0.529136522,-0.508704999,,-0.454205805,-0.402746909,1.001509586,0.516239597,-0.570142914,,,,,,,,,,,
1489.1,,-0.608053765,-0.694821741,,0.016832186,-0.819519441,,-0.490053037,-0.126278311,1.59970374,0.745461961,-0.375389393,,,,,,,,,,,
1492.4,,-0.261619521,-0.777823891,,0.412729141,-0.169703027,,-0.065181297,-0.610844641,0.768516905,-0.007121264,-0.090836495,,,,,,,,,,,
1495.8,,0.068017811,-0.777823891,,0.113893061,-0.786562123,,-1.048877255,-1.116764424,-0.109099554,-0.480939503,0.002862167,,,,,,,,,,,
1499.1,,0.810465562,-0.690964721,,0.400556502,-0.030067679,,-0.730922232,-0.079279277,0.590951677,0.261270088,-0.166409065,,,,,,,,,,,
1502.5,,1.823472086,-0.772964336,,-0.261146372,0.79166057,,-0.734835681,0.527713443,1.383381697,0.605731385,-0.279589144,,,,,,,,,,,
1505.8,,1.856602151,-0.680336947,,-0.597820103,1.352850395,,-0.188558695,0.220409313,1.143011079,0.342252279,-0.073637688,,,,,,,,,,,
1509.2,,1.859535739,-0.580548443,,-1.044426064,2.004102033,,0.22538397,-1.182388768,0.616620245,0.108286436,0.068077621,,,,,,,,,,,
1512.5,,0.713256939,-0.892376952,,-1.387789811,3.697325247,,-0.349400793,-0.033093434,0.768364394,0.739804248,-0.2954062,,,,,,,,,,,
