-0.399019  16.4790
-0.505437  15.5662
-0.612876  14.8174
-0.699428  13.9036
-0.817343  12.0733
-0.924036  10.6140
-1.01282   9.65661
-1.09952   8.43680
-1.20862   6.58419
-1.24444   5.58047
-1.30928   3.94427
-1.35209   2.21956
-1.40087   1.78479
-1.50933   1.19994
-1.59997   0.942098
-1.70165   0.662939
-1.76138   0.425433
